,Connecticut ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Paige Bueckers,10,22,7,15,3,7,5,6,0,3,0,3,0,2,0,28,0.22727272727272727,0.0
1,Christyn Williams,8,18,6,13,2,5,3,6,2,5,0,0,0,4,2,21,0.16666666666666666,0.0
2,Evina Westbrook,4,8,1,3,3,5,0,0,1,5,2,2,0,2,3,11,0.0,1.0
3,Olivia Nelson-Ododa,1,3,1,3,0,0,1,2,2,6,4,0,5,2,4,3,0.3333333333333333,2.0
4,Aaliyah Edwards,2,5,2,5,0,0,0,2,3,4,1,1,3,2,4,4,0.0,0.5
6,School Totals,26,60,18,43,8,17,9,16,9,25,9,6,10,13,15,69,0.15,0.6923076923076923
