,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Western Kentucky ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Kendall Noble,40,7,14,.500,5,10,.500,2,4,.500,5,6,.833,3,5,8,7,3,0,2,3,21
1,Micah Jones,40,2,8,.250,1,3,.333,1,5,.200,0,1,.000,0,1,1,6,1,0,3,3,5
2,Chastity Gooch,39,10,16,.625,9,14,.643,1,2,.500,2,3,.667,0,9,9,2,0,0,2,4,23
3,Bianca McGee,32,6,14,.429,2,6,.333,4,8,.500,2,2,1.000,0,0,0,3,1,0,0,3,18
4,Jalynn McClain,22,2,4,.500,2,4,.500,0,0,,0,0,,1,1,2,2,0,0,0,3,4
6,Bria Gaines,12,1,1,1.000,1,1,1.000,0,0,,1,1,1.000,0,1,1,0,0,1,0,5,3
7,Chaney Means,9,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,1,0,0,0,2,0
8,Chanell Lockhart,5,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0
9,Ruta Savickaite,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0
10,School Totals,200,28,59,.475,20,39,.513,8,20,.400,10,13,.769,4,18,22,21,5,1,7,24,74
