,Florida State ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Maegan Conwright,4,11,2,7,2,4,1,3,0,1,3,1,0,3,1,11,0.09090909090909091,1.0
1,Leticia Romero,10,16,9,15,1,1,0,0,2,2,4,4,1,4,1,21,0.0,1.0
2,Ivey Slaughter,1,5,1,5,0,0,0,0,3,1,1,3,1,5,2,2,0.0,0.2
3,Adut Bulgak,5,7,5,7,0,0,5,6,3,4,0,0,0,2,3,15,0.7142857142857143,0.0
4,Brittany Brown,1,2,1,2,0,0,0,0,0,3,1,1,0,3,2,2,0.0,0.3333333333333333
10,School Totals,28,57,25,51,3,6,7,12,11,17,10,11,3,20,18,66,0.12280701754385964,0.5
