,Stanford ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Erica McCall,5,19,3,15,2,4,5,6,10,5,1,0,1,1,4,17,0.2631578947368421,1.0
1,Lili Thompson,7,16,4,7,3,9,2,2,0,5,2,2,0,3,5,19,0.125,0.6666666666666666
2,Karlie Samuelson,4,9,0,2,4,7,0,0,0,3,4,1,0,2,5,12,0.0,2.0
3,Briana Roberson,0,3,0,0,0,3,3,3,0,0,1,0,0,1,1,3,1.0,1.0
4,Kaylee Johnson,0,2,0,2,0,0,0,0,1,1,0,0,0,1,2,0,0.0,0.0
12,School Totals,25,73,11,40,14,33,12,13,14,21,16,3,1,10,20,76,0.1643835616438356,1.6
