,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Oklahoma ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Nyeshia Stevenson,39,12,17,.706,9,10,.900,3,7,.429,4,5,.800,0,2,2,3,5,0,5,1,31
1,Amanda Thompson,39,6,11,.545,5,7,.714,1,4,.250,4,4,1.000,3,11,14,1,0,0,3,3,17
2,Danielle Robinson,33,6,11,.545,6,11,.545,0,0,,4,4,1.000,1,4,5,6,2,0,6,5,16
3,Abi Olajuwon,23,3,5,.600,3,5,.600,0,0,,0,0,,2,1,3,0,0,1,2,2,6
4,Jasmine Hartman,22,2,3,.667,2,2,1.000,0,1,.000,0,0,,0,1,1,1,1,0,2,2,4
6,Carlee Roethlisberger,27,1,3,.333,1,1,1.000,0,2,.000,3,4,.750,2,3,5,3,0,1,1,1,5
7,Joanna McFarland,12,0,0,,0,0,,0,0,,4,4,1.000,0,4,4,0,0,0,1,4,4
8,Lyndsey Cloman,3,1,1,1.000,1,1,1.000,0,0,,0,0,,0,1,1,1,0,0,1,0,2
9,Kodi Morrison,1,1,1,1.000,0,0,,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3
10,Lauren Willis,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
11,School Totals,200,32,52,.615,27,37,.730,5,15,.333,19,21,.905,8,27,35,15,8,2,21,18,88
