,Stanford ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Kiana Williams,8,22,4,14,4,8,0,0,0,3,2,1,0,3,3,20,0.0,0.6666666666666666
1,Alanna Smith,5,11,3,6,2,5,2,4,1,7,3,1,1,3,4,14,0.18181818181818182,1.0
2,DiJonai Carrington,7,17,5,12,2,5,2,2,2,4,2,0,0,0,3,18,0.11764705882352941,0.0
3,Maya Dodson,2,9,2,9,0,0,0,0,5,1,0,0,0,0,0,4,0.0,0.0
4,Lacie Hull,1,2,1,2,0,0,0,0,0,1,1,0,0,1,0,2,0.0,1.0
12,School Totals,27,68,17,46,10,22,4,6,12,23,12,2,1,12,12,68,0.058823529411764705,1.0
