,Connecticut ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Christyn Williams,12,23,9,14,3,9,0,0,1,3,2,0,1,2,1,27,0.0,1.0
1,Paige Bueckers,7,18,5,12,2,6,2,2,3,6,8,0,0,2,2,18,0.1111111111111111,4.0
2,Evina Westbrook,7,9,4,4,3,5,0,0,1,8,10,2,1,3,1,17,0.0,3.3333333333333335
3,Olivia Nelson-Ododa,2,6,2,6,0,0,0,0,6,5,7,2,1,4,2,4,0.0,1.75
4,Aaliyah Edwards,9,11,9,11,0,0,0,1,2,1,2,2,2,1,2,18,0.0,2.0
7,School Totals,40,73,30,50,10,23,2,3,14,27,30,6,6,12,8,92,0.0273972602739726,2.5
