,Connecticut ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Christyn Williams,8,12,4,4,4,8,1,1,0,3,4,1,0,2,1,21,0.08333333333333333,2.0
1,Crystal Dangerfield,7,12,4,6,3,6,3,3,0,0,3,1,0,2,2,20,0.25,1.5
2,Napheesa Collier,9,15,8,13,1,2,4,5,2,12,4,2,4,2,1,23,0.26666666666666666,2.0
3,Megan Walker,5,8,3,4,2,4,4,4,0,4,4,1,0,0,1,16,0.5,0.0
4,Katie Lou Samuelson,4,7,1,2,3,5,0,0,2,3,6,0,1,1,1,11,0.0,6.0
10,School Totals,41,70,26,41,15,29,13,17,8,27,25,6,7,10,12,110,0.18571428571428572,2.5
