,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Iowa State ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Terryn Milton,36,.355,.333,.067,.067,9.8,9.0,9.4,20.7,1.5,0.0,11.5,24.8,86,115,
1,Starr Jacobs,34,.470,.400,.000,.733,3.5,15.9,9.9,17.7,3.2,0.0,16.8,35.9,90,107,
2,Katie Ferrell,31,.429,.429,.714,.000,0.0,24.4,12.7,5.3,5.3,5.7,12.5,13.2,82,97,
3,Shyia Smith,29,.647,.750,.167,.333,12.2,18.6,15.5,12.8,0.0,0.0,0.0,12.2,147,114,
4,Claire Chastain,27,.500,.500,.333,.000,0.0,4.0,2.1,7.0,0.0,6.6,18.2,20.9,85,115,
6,De'Sha Benjamin,31,.782,.750,.500,.250,0.0,13.9,7.3,0.0,0.0,2.9,0.0,14.7,160,115,
7,Camryn Hawkins,12,.750,.750,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,149,121,
8,Jordyn Turner,0,,,,,,,,,,,,,,,
9,School Totals,200,.510,.492,.258,.258,20.6,70.3,46.5,40.7,8.3,11.1,11.5,100.0,98.6,108.3,
