,TEAM,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,FT/FGA,AST/TOV,YEAR,FG%,2P%,3P%,FT%,FT_MAX,FTA_MAX,ORB_MAX,DRB_MAX,AST_MAX,STL_MAX,BLK_MAX,TOV_MAX,PF_MAX,PTS_MAX,FT/FGA_MAX,AST/TOV_MAX,FG%_MAX,2P%_MAX,3P%_MAX,FT%_MAX,TEAM_OPP,TEAM_OPP,FT_OPP,FT_OPP,FTA_OPP,FTA_OPP,ORB_OPP,ORB_OPP,DRB_OPP,DRB_OPP,AST_OPP,AST_OPP,STL_OPP,STL_OPP,BLK_OPP,BLK_OPP,TOV_OPP,TOV_OPP,PF_OPP,PF_OPP,FT/FGA_OPP,FT/FGA_OPP,AST/TOV_OPP,AST/TOV_OPP,FG%_OPP,FG%_OPP,2P%_OPP,2P%_OPP,3P%_OPP,3P%_OPP,FT%_OPP,FT%_OPP,FT_MAX_OPP,FT_MAX_OPP,FTA_MAX_OPP,FTA_MAX_OPP,ORB_MAX_OPP,ORB_MAX_OPP,DRB_MAX_OPP,DRB_MAX_OPP,AST_MAX_OPP,AST_MAX_OPP,STL_MAX_OPP,STL_MAX_OPP,BLK_MAX_OPP,BLK_MAX_OPP,TOV_MAX_OPP,TOV_MAX_OPP,PF_MAX_OPP,PF_MAX_OPP,PTS_MAX_OPP,PTS_MAX_OPP,FT/FGA_MAX_OPP,FT/FGA_MAX_OPP,AST/TOV_MAX_OPP,AST/TOV_MAX_OPP,FG%_MAX_OPP,FG%_MAX_OPP,2P%_MAX_OPP,2P%_MAX_OPP,3P%_MAX_OPP,3P%_MAX_OPP,FT%_MAX_OPP,FT%_MAX_OPP
0,South Carolina ,0.625000000984375,0.5000000000000002,1.0,0.7619047624671201,0.7500000002875,0.647058824,0.4166666671180555,0.6428571428571428,0.0,0.3964023987982761,0.32053818648972837,2022.0,0.2983725137212998,0.4855973719188578,0.15995872017285814,0.5217391312033268,0.2500000003437499,0.25,0.8571428569183674,0.6250000001875,0.0,0.3333333337222222,0.428571429,0.0,0.0,0.03030303053443527,0.6603773574148273,0.1666666672666666,0.2987012984292798,0.46666666641777776,0.047619048,1.0,Miami ,South Florida ,0.31250000114843757,0.4117647057370242,0.0,0.2800000006032,0.12,0.4375,0.23809523753287984,0.33333333333333337,0.29999999988500003,0.5294117647854671,0.352941176,0.7500000003541667,0.2500000002708333,0.0,0.49999999999999994,0.5263157894736843,0.2941176473875433,0.25000000039583337,0.3571428578975563,0.28801581070010207,0.1759002767741316,0.119703826,0.816326531608603,0.6315106856951583,0.8322295810028688,0.5555828913843286,0.49019607798751397,0.7442067737756456,0.9130434784006047,0.6363636368000001,0.125000000171875,0.4444444449876543,0.083333333,0.39999999976,0.0,0.28571428616326533,0.250000000375,0.4545454547438016,0.11111111124691357,0.25000000034375,0.1666666668611111,0.1666666668611111,0.0,0.0,0.4,0.375,0.25,0.5,0.15151515158126722,0.600000000864,0.129716979842771,0.13461538422583827,0.3333333327333333,0.1477272722391529,0.2987012984292798,0.296875,0.46666666641777776,0.448979592,0.3333333333333333,0.5,1.0,1.0
1,North Carolina ,0.8125000011484376,0.5999999997100001,0.32,0.38095238123356,0.5499999995975,0.235294118,0.2500000002708333,0.7142857142857142,0.5882352936574394,0.8533834586863375,0.21828254808322928,2022.0,0.6122448983577269,0.5451200750638752,0.5498721234142244,0.6589792073517258,0.74999999965625,0.5,0.14285714308163266,0.7499999996250001,0.22222222249382712,0.1666666668611111,0.285714286,0.8,1.0,0.5757575757906336,0.26415094162442154,0.1666666672666666,0.2987012984292798,0.46666666641777776,0.428571428,1.0,Arizona ,Nevada-Las Vegas ,0.8125000011484376,0.4705882356574394,0.8499999997100003,0.48000000037120005,0.04,0.125,0.09523809530838998,0.8888888888888891,0.2499999997125,0.5294117647854671,0.588235294,0.0,0.2500000002708333,0.16666666666666669,0.14285714285714285,0.6842105263157895,0.8823529410449827,0.49999999920833327,0.8533834586863375,0.410398788816192,0.32053818648972837,0.094251337,0.5612244896962825,0.9338775509435302,0.566556291206731,0.9512353713715945,0.245098038993757,0.6938159882561145,0.3782608707250208,0.25,0.74999999965625,0.22222222249382714,0.916666667,0.20000000048,0.0,0.0,0.50000000075,0.7272727273719007,0.22222222249382712,0.5000000006875,0.4999999994166666,0.0,0.285714286,0.2500000004375,0.2,0.5,1.0,0.75,0.636363636859504,0.40000000057599994,0.2358490566986917,0.1452991457146614,0.1666666672666666,0.09090909079752067,0.22488038309456287,0.625,1.0,0.614285714,0.3333333333333333,0.6,0.5625000004921875,1.0
2,Georgia ,1.0,0.9499999994200004,0.56,0.5714285718503401,0.5999999997700001,0.352941176,0.5000000005416666,0.7142857142857142,0.05882352947750865,0.9526315794478531,0.23711911291380394,2022.0,0.4285714285714285,0.3509116179573554,0.06535947690614721,0.4930434787862745,0.125000000171875,0.166666667,0.14285714308163266,0.6250000001875,0.5555555550123457,0.1666666668611111,0.428571429,0.4,0.25,0.30303030316253443,0.3773584880348878,0.2222222218222222,0.2987012984292798,0.3142857148546032,0.3333333333333333,1.0,Iowa State ,UT Arlington ,0.625000000984375,0.4705882356574394,0.7500000000000002,0.48000000037120005,0.4,0.3125,0.4761904765419501,0.7777777777777779,0.04999999902249999,0.5294117647854671,0.058823529,0.4166666665486111,0.5000000005416666,0.8333333333333334,0.14285714285714285,0.31578947368421056,0.4705882358200693,0.7499999996041666,0.5384615392742915,0.30878832750986623,0.15908191550696338,0.180035651,0.5164835170200169,0.7015988779221142,0.4395879315777383,0.6209080115633464,0.46078431373717077,0.8026960788230008,0.24581939815454412,0.25,0.5000000006875,0.6666666662592592,0.833333333,0.9000000003599999,0.5714285723265307,0.28571428616326533,0.8750000005624999,0.4545454547438016,0.4444444449876543,0.37500000051562493,0.0,0.3333333337222222,0.428571429,0.500000000875,0.4,0.375,0.75,0.75,0.8181818178842974,0.5200000001727999,0.2358490566986917,0.21367521357133468,0.1666666672666666,0.20454545490805787,1.0,0.583333333,1.0,0.485714286,0.3333333333333333,1.0,1.0,1.0
3,Colorado ,0.31250000114843757,0.09999999971000001,0.4,0.14285714222448984,0.5499999995975,0.411764706,0.33333333369444446,0.2142857142857143,0.8235294115674741,0.2476780187113701,0.48199445923371215,2022.0,0.5462184878052231,0.5787719053898046,0.15995872017285814,0.6321070247442315,0.125000000171875,0.25,0.42857142924489794,0.250000000375,0.3333333337407407,0.1666666668611111,0.285714286,0.2,0.75,0.5454545452561983,0.09433962200872195,0.3333333327333333,0.5636363641361983,0.7090909089551516,0.3333333333333333,1.0,Iowa ,Illinois State ,0.9375000008203125,0.4705882356574394,0.5000000000000002,0.3600000002784,0.0,0.8125000000000001,0.6666666671587302,0.38888888975,1.0,0.4705882352145329,0.529411765,0.3333333338055556,0.33333333369444446,0.16666666666666669,0.42857142857142855,0.4736842105263158,0.7058823526124568,0.5833333326736112,0.9999999999999999,0.2602398843765846,0.5590531357821598,0.117647059,0.9999999999999998,0.36046540127291127,1.0,0.6070964144437302,0.7013574661064765,0.24509803873625527,1.0,0.5384615392000001,0.624999999484375,0.3333333337407407,0.416666667,0.30000000012,0.0,0.5714285723265307,0.50000000075,0.18181818211570244,0.8888888887530864,0.25000000034375,0.3333333337222222,0.1666666668611111,0.428571429,0.2500000004375,0.6000000000000001,0.125,0.75,0.5,0.5454545452561983,0.7600000008064,0.6603773574148273,0.17948717964299804,0.5,0.3181818177913224,1.0,0.345238095,1.0,1.0,0.3333333333333333,0.333333333,1.0,1.0
4,Louisville ,0.37500000032812497,0.25000000000000006,0.4,0.1904761906167801,0.40000000023000004,1.0,0.33333333369444446,0.35714285714285715,0.17647058843252594,0.3433583968903179,0.28421052587085,2022.0,0.7823129253693395,0.6742285475298346,0.5147058827208767,0.46793478312222303,0.375000000515625,0.333333333,0.28571428616326533,0.3749999998125,0.3333333337407407,0.9999999999999999,0.285714286,0.0,0.25,0.3333333336969697,0.2358490566986917,0.6666666654666665,1.0,1.0,0.3333333333333333,1.0,Nebraska ,Gonzaga ,0.31250000114843757,0.5294117643425605,0.29999999913000003,0.399999999536,0.4,0.37500000000000006,0.09523809530838998,0.8333333341944446,0.2499999997125,0.7058823521453288,0.294117647,0.4999999992916667,0.2500000002708333,0.6666666666666667,0.35714285714285715,0.5263157894736843,0.4705882358200693,0.41666666574305566,0.3571428578975563,0.3922261481765536,0.1994459832526546,0.156725627,0.20408163185597472,0.7719254664717264,0.0,0.8514554370994406,0.5882352945381447,0.5074971169593143,0.2685422004748582,0.5714285712,0.5000000006875,0.11111111124691357,0.416666667,0.09999999963999999,0.5714285723265307,0.42857142924489794,0.250000000375,0.27272727262809915,0.22222222249382712,0.37500000051562493,0.3333333337222222,0.3333333337222222,0.285714286,0.500000000875,0.2,0.375,0.75,0.25,0.3333333336969697,0.5600000005183999,0.15094339521395514,0.17948717964299804,0.1666666672666666,0.09090909079752067,0.18181818193719007,0.75,0.20000000024888884,0.742857143,0.3333333333333333,1.0,0.7500000006562499,1.0
5,Oregon ,0.31250000114843757,0.14999999883999998,0.56,0.8095238093832201,0.49999999942500006,0.352941176,0.9999999999999999,0.8571428571428572,0.7058823526124568,0.20625889081939106,0.16620498545680593,2022.0,0.36679536626756626,0.4094714481036235,0.1167133526393285,0.5217391312033268,0.624999999484375,0.5,0.42857142924489794,0.6250000001875,0.3333333337407407,0.3333333337222222,1.0,0.8,0.75,0.6666666663030303,0.0589622641746729,0.24999999999999997,0.18181818193719007,0.46666666641777776,0.0,0.7812499995898439,Tennessee ,Buffalo ,1.0,0.23529411721107263,0.9000000002900002,0.24000000018559997,0.84,0.8125000000000001,0.52380952345805,0.22222222222222227,0.49999999942500006,0.8235294112871973,0.411764706,1.0,0.0,0.16666666666666669,1.0,0.6842105263157895,0.41176470634256057,1.0,0.8095975230118629,0.11575971752113975,0.13996209208930033,0.144385027,0.4621848738675267,0.484730435451177,0.4132048963249925,0.44164499335439333,0.20361991001440696,0.5882352936493656,0.5415292362631234,0.19999999999999996,0.5000000006875,0.11111111124691357,0.5,0.0,1.0,1.0,0.3749999998125,0.18181818211570244,0.22222222249382712,0.74999999965625,0.3333333337222222,0.9999999999999999,0.0,0.2500000004375,0.8,0.75,0.75,0.5,0.30303030316253443,0.7600000008064,0.2358490566986917,0.07692307785798817,0.5,0.3750000004602273,0.18181818193719007,0.375,0.20000000024888884,1.0,0.2,0.384615385,1.0,1.0
6,Brigham Young ,0.25000000065625005,0.04999999913000003,0.24,0.5714285718503401,0.4499999992525001,0.294117647,0.08333333342361111,0.7857142857142856,0.5294117641799307,0.31578947336644236,0.1641274235348701,2022.0,0.3968253963604297,0.3062466437617382,0.4671280281557514,0.5934782614424801,0.74999999965625,0.5,0.42857142924489794,0.7499999996250001,0.6666666662592593,0.3333333337222222,0.0,0.8,0.75,0.3636363642314049,0.21087680154530078,0.10000000071999998,1.0,1.0,1.0,1.0,Michigan ,American ,0.0,0.1176470586055363,0.0,0.04000000041759999,0.4,0.25,0.52380952345805,0.6111111119722222,0.80000000046,0.4705882352145329,0.588235294,0.3333333338055556,0.16666666684722223,0.33333333333333337,0.42857142857142855,0.8947368421052633,0.17647058843252594,0.49999999920833327,0.0,0.09243072317023365,0.4563082343046359,0.064171123,0.6709956706152433,0.36649885563184764,0.623192323301148,0.6423927174914504,0.3402537493154174,0.0,0.0,0.6000000000000001,0.0,0.11111111124691357,0.333333333,0.09999999963999999,0.5714285723265307,0.28571428616326533,0.3749999998125,0.36363636314049586,0.22222222249382712,0.25000000034375,0.3333333337222222,0.1666666668611111,0.142857143,0.2500000004375,0.2,1.0,0.25,0.75,0.4545454547438016,0.1599999999424,0.023584902986850287,0.17948717964299804,0.5,0.06250000007670456,0.6493506492146399,0.75,0.6571428574273015,0.742857143,0.3333333333333333,0.142857143,1.0,1.0
7,Mississippi ,0.25000000065625005,0.09999999971000001,0.28,0.09523809530838998,0.5499999995975,0.176470588,0.4166666671180555,0.42857142857142855,0.7647058820899655,0.266726137168638,0.32787710789803587,2022.0,0.3995157384987893,0.17898815161317394,1.0000000000000002,0.47759197314418256,0.125000000171875,0.166666667,0.5714285723265307,0.3749999998125,0.4444444449876543,0.0,0.428571429,0.4,0.75,0.0,0.09433962200872195,0.8333333327333333,0.4545454541884297,0.0,1.0,0.5625000004921875,Baylor ,South Dakota ,0.18750000016406257,0.6470588229480968,0.04999999913000003,0.5199999996288,0.32,0.0625,0.42857142814965987,0.6111111119722222,0.49999999942500006,0.4705882352145329,0.176470588,0.7500000003541667,0.2500000002708333,0.33333333333333337,1.0,0.5789473684210527,0.9411764705224913,0.5833333326736112,0.2514619886659961,0.5310746204019088,0.13996209208930033,0.09854851,0.18518518441023996,0.5958056266248074,0.3566698195458175,0.4164963777331729,0.12066365086429706,0.9313725485624759,0.42608695647981853,0.5294117648000001,0.0,0.3333333337407407,0.083333333,0.30000000012,0.28571428616326533,0.0,0.50000000075,0.4545454547438016,0.3333333337407407,0.5000000006875,0.1666666668611111,0.4999999994166666,0.142857143,0.2500000004375,0.8,0.25,1.0,0.75,0.12121212104683193,0.40000000057599994,0.0,0.48717948702366864,0.04166666636666666,0.20454545490805787,0.7662337657067297,0.5,0.7714285720330158,1.0,0.047619048,0.666666667,1.0,1.0
8,Stanford ,0.37500000032812497,0.29999999913000003,0.56,0.8571428577755101,0.7500000002875,0.647058824,0.6666666663055555,0.7142857142857142,0.2352941179100346,0.3246963569083954,0.2936288091667468,2022.0,0.5604395605468605,0.43621335707097747,0.5882352945381447,0.3867007670768393,0.125000000171875,0.416666667,0.8571428569183674,0.250000000375,0.3333333337407407,0.4999999994166666,0.571428571,0.4,0.0,0.12121212104683193,0.17520215515905505,0.6666666654666665,0.2987012984292798,0.3142857148546032,0.3333333333333333,0.0,Kansas ,Georgia Tech ,0.4375000008203126,0.0588235286851211,0.29999999913000003,0.07999999967520001,0.32,0.25,0.52380952345805,0.5000000008611112,0.40000000023000004,0.5294117647854671,0.235294118,0.3333333338055556,0.5000000005416666,1.0,0.2857142857142857,0.5263157894736843,0.5294117641799307,0.25000000039583337,0.4091680822346624,0.040693035400278486,0.3250230844714442,0.119703826,0.668202765561917,0.5834502106846471,0.5574871228385998,0.5761045384736013,0.47619047681454807,0.5882352936493656,0.5048593352857769,0.0,0.2500000003437499,0.11111111124691357,0.25,0.20000000048,0.42857142924489794,0.28571428616326533,0.3749999998125,0.7272727273719007,0.11111111124691357,0.37500000051562493,0.1666666668611111,0.4999999994166666,0.285714286,0.7500000013125001,0.4,0.375,0.5,0.5,0.30303030316253443,0.4799999998272,0.07256893949074403,0.08831908916743372,0.3333333327333333,0.20454545490805787,0.5090909091623139,0.659090909,0.5199999999004444,0.816326531,1.0,0.5,0.6499999996062501,0.0
9,Virginia Tech ,0.625000000984375,0.44999999941999996,0.24,0.52380952345805,0.40000000023000004,0.0,0.08333333342361111,0.35714285714285715,0.41176470634256057,0.6052631575372476,0.28421052587085,2022.0,0.7142857142857142,0.6386878175760138,0.4671280281557514,0.5934782614424801,1.0,1.0,0.5714285723265307,0.0,0.3333333337407407,0.0,0.142857143,0.4,0.75,0.9999999999999999,0.3773584880348878,0.1666666672666666,0.4545454541884297,0.46666666641777776,0.3333333333333333,1.0,Maryland ,Delaware ,0.6875000001640625,0.35294117581660894,0.29999999913000003,0.19999999976800004,0.36,0.6875,0.4761904765419501,0.16666666752777778,0.700000000115,0.5294117647854671,0.352941176,0.4166666665486111,0.2500000002708333,0.33333333333333337,0.35714285714285715,0.368421052631579,0.2352941179100346,0.33333333227777784,0.6052631575372476,0.16933949399817322,0.45373961110724087,0.160427807,0.9821428573172197,0.5147826092948095,0.8089504313040636,0.5351718725989235,0.7843137252565864,0.47843137225913107,0.977493606514571,0.7777777776000001,0.375000000515625,0.5555555562345679,0.25,0.5000000005999999,0.28571428616326533,0.5714285723265307,0.3749999998125,0.27272727262809915,0.4444444449876543,0.5000000006875,0.3333333337222222,0.3333333337222222,0.142857143,0.2500000004375,0.4,0.25,0.5,0.5,0.4545454547438016,1.0,0.16509433767682005,0.10256410178500988,0.8333333327333333,0.2613636363496901,0.5324675327225501,1.0,0.7714285720330158,1.0,0.6666666666666667,0.4,1.0,1.0
