,TEAM,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV,YEAR,FG_MAX,FGA_MAX,2P_MAX,2PA_MAX,3P_MAX,3PA_MAX,FT_MAX,FTA_MAX,ORB_MAX,DRB_MAX,AST_MAX,STL_MAX,BLK_MAX,TOV_MAX,PF_MAX,PTS_MAX,FT/FGA_MAX,AST/TOV_MAX,index_OPP,TEAM_OPP,FG_OPP,FGA_OPP,2P_OPP,2PA_OPP,3P_OPP,3PA_OPP,FT_OPP,FTA_OPP,ORB_OPP,DRB_OPP,AST_OPP,STL_OPP,BLK_OPP,TOV_OPP,PF_OPP,PTS_OPP,FT/FGA_OPP,AST/TOV_OPP,FG_MAX_OPP,FGA_MAX_OPP,2P_MAX_OPP,2PA_MAX_OPP,3P_MAX_OPP,3PA_MAX_OPP,FT_MAX_OPP,FTA_MAX_OPP,ORB_MAX_OPP,DRB_MAX_OPP,AST_MAX_OPP,STL_MAX_OPP,BLK_MAX_OPP,TOV_MAX_OPP,PF_MAX_OPP,PTS_MAX_OPP,FT/FGA_MAX_OPP,AST/TOV_MAX_OPP,WIN,GAME_ID
190,Michigan State ,28,63,23,46,5,17,14,21,15,22,11,4,4,11,25,75,0.2222222222222222,1.0,2021,5,14,4,8,1,6,7,8,2,4,4,1,1,2,4,16,0.7777777777777778,4.0,1,Iowa State ,25,57,16,35,9,22,20,28,11,24,12,5,3,12,17,79,0.3508771929824561,1.0,10,22,6,15,4,7,9,12,2,7,6,4,2,3,3,33,0.4285714285714285,3.0,,95
191,Iowa State ,25,57,16,35,9,22,20,28,11,24,12,5,3,12,17,79,0.3508771929824561,1.0,2021,10,22,6,15,4,7,9,12,2,7,6,4,2,3,3,33,0.4285714285714285,3.0,0,Michigan State ,28,63,23,46,5,17,14,21,15,22,11,4,4,11,25,75,0.2222222222222222,1.0,5,14,4,8,1,6,7,8,2,4,4,1,1,2,4,16,0.7777777777777778,4.0,,95
192,Middle Tennessee ,23,68,13,35,10,33,6,7,4,11,12,7,0,11,17,62,0.088235294117647,1.0909090909090908,2021,9,25,7,20,3,9,6,7,1,3,5,3,0,5,4,26,0.24,3.0,1,Tennessee ,33,63,31,51,2,12,19,24,20,35,15,7,7,20,14,87,0.3015873015873015,0.75,9,14,8,11,1,4,6,8,7,10,5,2,3,5,3,24,0.5555555555555556,2.0,,96
193,Tennessee ,33,63,31,51,2,12,19,24,20,35,15,7,7,20,14,87,0.3015873015873015,0.75,2021,9,14,8,11,1,4,6,8,7,10,5,2,3,5,3,24,0.5555555555555556,2.0,0,Middle Tennessee ,23,68,13,35,10,33,6,7,4,11,12,7,0,11,17,62,0.088235294117647,1.0909090909090908,9,25,7,20,3,9,6,7,1,3,5,3,0,5,4,26,0.24,3.0,,96
194,Missouri State ,20,64,12,49,8,15,14,22,16,25,11,3,3,13,12,62,0.21875,0.8461538461538461,2021,3,10,2,10,1,3,6,8,6,7,4,2,0,6,3,9,0.6666666666666666,4.0,1,Stanford ,33,71,18,39,15,32,8,13,13,31,24,8,7,10,12,89,0.1126760563380281,2.4,6,12,4,5,4,8,4,4,1,7,5,3,5,2,3,16,0.4444444444444444,5.0,,97
195,Stanford ,33,71,18,39,15,32,8,13,13,31,24,8,7,10,12,89,0.1126760563380281,2.4,2021,6,12,4,5,4,8,4,4,1,7,5,3,5,2,3,16,0.4444444444444444,5.0,0,Missouri State ,20,64,12,49,8,15,14,22,16,25,11,3,3,13,12,62,0.21875,0.8461538461538461,3,10,2,10,1,3,6,8,6,7,4,2,0,6,3,9,0.6666666666666666,4.0,,97
196,Mount St. Mary's ,15,61,7,25,8,36,7,10,13,16,11,7,4,18,20,45,0.1147540983606557,0.6111111111111112,2021,3,11,3,6,2,10,5,6,3,4,4,2,2,7,4,8,0.5,2.0,1,Maryland ,34,65,29,52,5,13,25,30,17,30,21,10,4,10,10,98,0.3846153846153846,2.1,9,14,8,13,1,3,6,6,4,7,7,2,2,3,2,22,1.0,3.5,,98
197,Maryland ,34,65,29,52,5,13,25,30,17,30,21,10,4,10,10,98,0.3846153846153846,2.1,2021,9,14,8,13,1,3,6,6,4,7,7,2,2,3,2,22,1.0,3.5,0,Mount St. Mary's ,15,61,7,25,8,36,7,10,13,16,11,7,4,18,20,45,0.1147540983606557,0.6111111111111112,3,11,3,6,2,10,5,6,3,4,4,2,2,7,4,8,0.5,2.0,,98
198,North Carolina ,26,70,16,46,10,24,9,9,12,18,15,4,5,6,15,71,0.1285714285714285,2.5,2021,10,19,8,18,7,11,5,5,6,4,5,1,3,2,4,29,0.3846153846153846,2.5,1,Alabama ,29,63,18,41,11,22,11,14,12,30,21,4,4,13,13,80,0.1746031746031746,1.6153846153846154,11,21,7,14,4,7,6,8,4,8,8,1,2,4,3,32,0.4285714285714285,3.0,,99
199,Alabama ,29,63,18,41,11,22,11,14,12,30,21,4,4,13,13,80,0.1746031746031746,1.6153846153846154,2021,11,21,7,14,4,7,6,8,4,8,8,1,2,4,3,32,0.4285714285714285,3.0,0,North Carolina ,26,70,16,46,10,24,9,9,12,18,15,4,5,6,15,71,0.1285714285714285,2.5,10,19,8,18,7,11,5,5,6,4,5,1,3,2,4,29,0.3846153846153846,2.5,,99
200,North Carolina A&T ,24,56,20,42,4,14,6,9,4,16,12,8,3,11,20,58,0.1071428571428571,1.0909090909090908,2021,11,19,10,16,1,6,2,4,2,6,3,3,3,2,4,23,0.2222222222222222,3.0,1,NC State ,28,52,20,33,8,19,15,18,7,25,17,9,3,15,13,79,0.2884615384615384,1.1333333333333333,5,8,4,7,4,5,5,7,4,6,4,1,1,2,2,14,0.7142857142857143,4.0,,100
201,NC State ,28,52,20,33,8,19,15,18,7,25,17,9,3,15,13,79,0.2884615384615384,1.1333333333333333,2021,5,8,4,7,4,5,5,7,4,6,4,1,1,2,2,14,0.7142857142857143,4.0,0,North Carolina A&T ,24,56,20,42,4,14,6,9,4,16,12,8,3,11,20,58,0.1071428571428571,1.0909090909090908,11,19,10,16,1,6,2,4,2,6,3,3,3,2,4,23,0.2222222222222222,3.0,,100
202,Northwestern ,20,61,14,46,6,15,7,13,9,20,14,10,6,10,18,53,0.1147540983606557,1.4,2021,6,17,3,11,3,9,3,5,3,4,5,3,2,3,4,17,0.25,5.0,1,Louisville ,19,53,13,34,6,19,18,22,11,31,10,4,4,16,14,62,0.3396226415094339,0.625,5,17,3,9,2,10,7,9,5,10,2,2,1,4,4,16,0.7777777777777778,2.0,,101
203,Louisville ,19,53,13,34,6,19,18,22,11,31,10,4,4,16,14,62,0.3396226415094339,0.625,2021,5,17,3,9,2,10,7,9,5,10,2,2,1,4,4,16,0.7777777777777778,2.0,0,Northwestern ,20,61,14,46,6,15,7,13,9,20,14,10,6,10,18,53,0.1147540983606557,1.4,6,17,3,11,3,9,3,5,3,4,5,3,2,3,4,17,0.25,5.0,,101
204,Oklahoma State ,23,56,17,38,6,18,10,15,6,25,14,10,2,15,14,62,0.1785714285714285,0.9333333333333332,2021,6,13,4,12,2,7,5,6,2,8,4,3,1,4,4,14,0.4166666666666667,1.3333333333333333,1,Stanford ,27,58,14,33,13,25,6,12,8,21,16,7,6,16,11,73,0.1034482758620689,1.0,7,15,5,10,4,11,3,6,4,5,4,2,5,3,3,17,0.5,1.5,,102
205,Stanford ,27,58,14,33,13,25,6,12,8,21,16,7,6,16,11,73,0.1034482758620689,1.0,2021,7,15,5,10,4,11,3,6,4,5,4,2,5,3,3,17,0.5,1.5,0,Oklahoma State ,23,56,17,38,6,18,10,15,6,25,14,10,2,15,14,62,0.1785714285714285,0.9333333333333332,6,13,4,12,2,7,5,6,2,8,4,3,1,4,4,14,0.4166666666666667,1.3333333333333333,,102
206,Oregon ,22,48,17,36,5,12,8,12,6,23,15,10,5,16,10,57,0.1666666666666666,0.9375,2021,9,14,9,13,2,4,4,5,3,6,6,3,4,5,3,22,0.5,1.3333333333333333,1,Georgia ,21,60,20,47,1,13,7,10,12,19,13,9,4,14,14,50,0.1166666666666666,0.9285714285714286,8,16,8,14,0,4,4,4,4,6,4,4,1,3,4,18,0.4,3.0,,103
207,Georgia ,21,60,20,47,1,13,7,10,12,19,13,9,4,14,14,50,0.1166666666666666,0.9285714285714286,2021,8,16,8,14,0,4,4,4,4,6,4,4,1,3,4,18,0.4,3.0,0,Oregon ,22,48,17,36,5,12,8,12,6,23,15,10,5,16,10,57,0.1666666666666666,0.9375,9,14,9,13,2,4,4,5,3,6,6,3,4,5,3,22,0.5,1.3333333333333333,,103
208,Oregon ,18,56,16,38,2,18,4,5,14,23,7,5,6,14,10,42,0.0714285714285714,0.5,2021,6,17,6,10,2,8,2,3,4,7,3,2,3,3,2,14,0.25,1.0,1,Louisville ,26,63,22,49,4,14,4,6,11,23,10,6,3,7,7,60,0.0634920634920634,1.4285714285714286,11,21,8,13,3,8,4,6,2,5,2,2,0,2,1,29,0.1904761904761904,2.0,,104
209,Louisville ,26,63,22,49,4,14,4,6,11,23,10,6,3,7,7,60,0.0634920634920634,1.4285714285714286,2021,11,21,8,13,3,8,4,6,2,5,2,2,0,2,1,29,0.1904761904761904,2.0,0,Oregon ,18,56,16,38,2,18,4,5,14,23,7,5,6,14,10,42,0.0714285714285714,0.5,6,17,6,10,2,8,2,3,4,7,3,2,3,3,2,14,0.25,1.0,,104
210,Oregon State ,18,57,15,38,3,19,3,6,5,26,11,6,8,13,14,42,0.0526315789473684,0.8461538461538461,2021,6,15,6,10,2,6,1,3,1,4,6,2,2,4,5,13,0.1,2.0,1,South Carolina ,22,62,21,47,1,15,14,18,12,36,8,10,8,11,11,59,0.2258064516129032,0.7272727272727273,6,15,6,12,1,4,7,9,3,9,2,3,5,2,4,19,0.6,1.0,,105
211,South Carolina ,22,62,21,47,1,15,14,18,12,36,8,10,8,11,11,59,0.2258064516129032,0.7272727272727273,2021,6,15,6,12,1,4,7,9,3,9,2,3,5,2,4,19,0.6,1.0,0,Oregon State ,18,57,15,38,3,19,3,6,5,26,11,6,8,13,14,42,0.0526315789473684,0.8461538461538461,6,15,6,10,2,6,1,3,1,4,6,2,2,4,5,13,0.1,2.0,,105
212,South Carolina ,24,67,15,47,9,20,8,12,18,17,9,6,5,11,15,65,0.1194029850746268,0.8181818181818182,2021,10,23,5,15,5,8,5,5,7,9,3,3,4,5,4,25,0.4166666666666667,1.0,1,Stanford ,25,60,20,52,5,8,11,12,15,19,11,7,12,12,15,66,0.1833333333333333,0.9166666666666666,11,17,9,15,2,2,8,8,6,7,4,2,6,3,4,24,0.4705882352941176,1.3333333333333333,,106
213,Stanford ,25,60,20,52,5,8,11,12,15,19,11,7,12,12,15,66,0.1833333333333333,0.9166666666666666,2021,11,17,9,15,2,2,8,8,6,7,4,2,6,3,4,24,0.4705882352941176,1.3333333333333333,0,South Carolina ,24,67,15,47,9,20,8,12,18,17,9,6,5,11,15,65,0.1194029850746268,0.8181818181818182,10,23,5,15,5,8,5,5,7,9,3,3,4,5,4,25,0.4166666666666667,1.0,,106
214,South Dakota ,17,65,12,42,5,23,8,14,15,9,9,13,0,14,10,47,0.123076923076923,0.6428571428571429,2021,6,19,6,18,3,6,6,9,8,4,4,3,0,5,2,18,0.3157894736842105,2.0,1,Oregon ,27,45,21,33,6,12,7,7,6,27,15,11,6,21,16,67,0.1555555555555555,0.7142857142857143,9,13,8,12,4,6,2,2,1,6,4,3,2,7,5,22,0.3333333333333333,3.0,,107
215,Oregon ,27,45,21,33,6,12,7,7,6,27,15,11,6,21,16,67,0.1555555555555555,0.7142857142857143,2021,9,13,8,12,4,6,2,2,1,6,4,3,2,7,5,22,0.3333333333333333,3.0,0,South Dakota ,17,65,12,42,5,23,8,14,15,9,9,13,0,14,10,47,0.123076923076923,0.6428571428571429,6,19,6,18,3,6,6,9,8,4,4,3,0,5,2,18,0.3157894736842105,2.0,,107
216,South Dakota State ,20,60,16,40,4,20,11,14,8,29,10,4,2,22,14,55,0.1833333333333333,0.4545454545454545,2021,7,13,7,12,1,6,4,5,2,6,5,2,1,8,4,17,0.6666666666666666,1.6666666666666667,1,Syracuse ,25,68,13,37,12,31,10,15,9,26,15,13,14,11,11,72,0.1470588235294117,1.3636363636363635,6,18,4,10,4,8,4,6,4,11,7,6,6,6,3,18,0.4444444444444444,5.0,,108
217,Syracuse ,25,68,13,37,12,31,10,15,9,26,15,13,14,11,11,72,0.1470588235294117,1.3636363636363635,2021,6,18,4,10,4,8,4,6,4,11,7,6,6,6,3,18,0.4444444444444444,5.0,0,South Dakota State ,20,60,16,40,4,20,11,14,8,29,10,4,2,22,14,55,0.1833333333333333,0.4545454545454545,7,13,7,12,1,6,4,5,2,6,5,2,1,8,4,17,0.6666666666666666,1.6666666666666667,,108
218,South Florida ,23,64,14,36,9,28,12,18,12,23,10,3,4,9,22,67,0.1875,1.1111111111111112,2021,8,24,5,14,4,10,5,7,4,5,6,2,1,3,5,22,2.0,6.0,1,NC State ,25,53,19,39,6,14,23,29,4,28,15,2,2,11,17,79,0.4339622641509434,1.3636363636363635,7,15,6,13,3,4,6,9,3,11,6,2,1,4,4,19,1.0,6.0,,109
219,NC State ,25,53,19,39,6,14,23,29,4,28,15,2,2,11,17,79,0.4339622641509434,1.3636363636363635,2021,7,15,6,13,3,4,6,9,3,11,6,2,1,4,4,19,1.0,6.0,0,South Florida ,23,64,14,36,9,28,12,18,12,23,10,3,4,9,22,67,0.1875,1.1111111111111112,8,24,5,14,4,10,5,7,4,5,6,2,1,3,5,22,2.0,6.0,,109
220,Stephen F. Austin ,18,63,12,41,6,22,10,12,8,27,13,3,5,11,21,52,0.1587301587301587,1.181818181818182,2021,5,18,3,12,2,6,2,2,2,10,3,1,2,3,5,14,0.1111111111111111,3.0,1,Georgia Tech ,21,62,19,45,2,17,10,17,13,27,12,7,6,9,16,54,0.1612903225806451,1.3333333333333333,6,19,6,16,1,7,4,6,5,8,4,4,4,3,4,14,0.2105263157894736,3.0,,110
221,Georgia Tech ,21,62,19,45,2,17,10,17,13,27,12,7,6,9,16,54,0.1612903225806451,1.3333333333333333,2021,6,19,6,16,1,7,4,6,5,8,4,4,4,3,4,14,0.2105263157894736,3.0,0,Stephen F. Austin ,18,63,12,41,6,22,10,12,8,27,13,3,5,11,21,52,0.1587301587301587,1.181818181818182,5,18,3,12,2,6,2,2,2,10,3,1,2,3,5,14,0.1111111111111111,3.0,,110
222,Stony Brook ,14,48,12,38,2,10,14,16,9,20,8,6,2,22,12,44,0.2916666666666667,0.3636363636363636,2021,5,11,5,9,1,2,7,8,3,4,2,1,1,5,4,14,1.0,1.0,1,Arizona ,33,57,25,45,8,12,5,10,6,22,18,17,6,14,19,79,0.087719298245614,1.2857142857142858,8,14,6,9,2,5,2,2,2,6,6,6,2,4,4,20,0.1428571428571428,3.0,,111
223,Arizona ,33,57,25,45,8,12,5,10,6,22,18,17,6,14,19,79,0.087719298245614,1.2857142857142858,2021,8,14,6,9,2,5,2,2,2,6,6,6,2,4,4,20,0.1428571428571428,3.0,0,Stony Brook ,14,48,12,38,2,10,14,16,9,20,8,6,2,22,12,44,0.2916666666666667,0.3636363636363636,5,11,5,9,1,2,7,8,3,4,2,1,1,5,4,14,1.0,1.0,,111
224,Syracuse ,16,57,13,42,3,15,12,16,13,16,7,4,4,18,18,47,0.2105263157894736,0.3888888888888889,2021,5,15,5,10,2,5,4,4,4,5,3,2,1,5,5,12,0.3333333333333333,0.75,1,Connecticut ,27,49,22,34,5,15,24,30,5,25,16,11,3,11,14,83,0.4897959183673469,1.4545454545454546,7,13,7,11,3,6,9,12,2,6,4,3,1,2,4,20,1.8,2.0,,112
225,Connecticut ,27,49,22,34,5,15,24,30,5,25,16,11,3,11,14,83,0.4897959183673469,1.4545454545454546,2021,7,13,7,11,3,6,9,12,2,6,4,3,1,2,4,20,1.8,2.0,0,Syracuse ,16,57,13,42,3,15,12,16,13,16,7,4,4,18,18,47,0.2105263157894736,0.3888888888888889,5,15,5,10,2,5,4,4,4,5,3,2,1,5,5,12,0.3333333333333333,0.75,,112
226,Texas ,24,58,18,43,6,15,10,15,10,24,11,6,1,8,12,64,0.1724137931034483,1.375,2021,6,16,6,13,3,7,4,5,4,7,5,2,1,3,3,16,0.3636363636363636,4.0,1,Maryland ,24,60,19,38,5,22,8,10,10,24,16,5,3,11,19,61,0.1333333333333333,1.4545454545454546,7,15,6,11,2,7,6,7,2,7,5,2,2,3,4,21,0.4,2.0,,113
227,Maryland ,24,60,19,38,5,22,8,10,10,24,16,5,3,11,19,61,0.1333333333333333,1.4545454545454546,2021,7,15,6,11,2,7,6,7,2,7,5,2,2,3,4,21,0.4,2.0,0,Texas ,24,58,18,43,6,15,10,15,10,24,11,6,1,8,12,64,0.1724137931034483,1.375,6,16,6,13,3,7,4,5,4,7,5,2,1,3,3,16,0.3636363636363636,4.0,,113
228,Texas ,14,61,11,46,3,15,3,6,9,21,7,5,3,15,14,34,0.0491803278688524,0.4666666666666667,2021,5,18,3,15,3,4,2,4,2,5,3,3,3,4,3,13,0.1428571428571428,1.0,1,South Carolina ,25,57,22,50,3,7,9,10,8,35,14,4,14,14,12,62,0.1578947368421052,1.0,7,15,6,12,2,3,6,6,5,8,7,2,2,5,3,16,0.5454545454545454,1.4,,114
229,South Carolina ,25,57,22,50,3,7,9,10,8,35,14,4,14,14,12,62,0.1578947368421052,1.0,2021,7,15,6,12,2,3,6,6,5,8,7,2,2,5,3,16,0.5454545454545454,1.4,0,Texas ,14,61,11,46,3,15,3,6,9,21,7,5,3,15,14,34,0.0491803278688524,0.4666666666666667,5,18,3,15,3,4,2,4,2,5,3,3,3,4,3,13,0.1428571428571428,1.0,,114
230,Texas ,25,49,19,32,6,17,15,19,7,22,8,4,1,10,21,71,0.3061224489795918,0.8,2021,9,17,7,12,3,7,7,10,2,9,4,1,1,4,4,24,0.875,4.0,1,UCLA ,21,63,20,44,1,19,19,25,17,19,4,5,4,11,20,62,0.3015873015873015,0.3636363636363636,8,21,8,16,1,9,8,8,3,4,2,1,1,5,5,21,1.0,0.4,,115
231,UCLA ,21,63,20,44,1,19,19,25,17,19,4,5,4,11,20,62,0.3015873015873015,0.3636363636363636,2021,8,21,8,16,1,9,8,8,3,4,2,1,1,5,5,21,1.0,0.4,0,Texas ,25,49,19,32,6,17,15,19,7,22,8,4,1,10,21,71,0.3061224489795918,0.8,9,17,7,12,3,7,7,10,2,9,4,1,1,4,4,24,0.875,4.0,,115
232,Troy ,32,77,28,54,4,23,12,17,16,27,12,5,4,18,25,80,0.1558441558441558,0.6666666666666666,2021,12,22,12,22,3,9,2,5,4,8,5,3,1,4,5,26,0.1818181818181818,4.0,1,Texas A&M ,30,72,26,62,4,10,20,24,11,29,11,8,2,11,13,84,0.2777777777777778,1.0,7,16,7,16,2,4,7,8,6,8,6,6,1,7,3,21,0.7,6.0,,116
233,Texas A&M ,30,72,26,62,4,10,20,24,11,29,11,8,2,11,13,84,0.2777777777777778,1.0,2021,7,16,7,16,2,4,7,8,6,8,6,6,1,7,3,21,0.7,6.0,0,Troy ,32,77,28,54,4,23,12,17,16,27,12,5,4,18,25,80,0.1558441558441558,0.6666666666666666,12,22,12,22,3,9,2,5,4,8,5,3,1,4,5,26,0.1818181818181818,4.0,,116
234,UC Davis ,18,58,5,27,13,31,2,3,7,22,14,6,6,16,17,51,0.0344827586206896,0.875,2021,6,16,2,8,4,10,2,3,2,6,6,3,5,6,5,16,0.25,1.5,1,Missouri State ,25,67,19,52,6,15,14,21,17,33,10,13,5,13,11,70,0.208955223880597,0.7692307692307693,6,17,6,14,2,3,5,8,4,14,2,4,2,4,3,18,0.3571428571428571,1.0,,117
235,Missouri State ,25,67,19,52,6,15,14,21,17,33,10,13,5,13,11,70,0.208955223880597,0.7692307692307693,2021,6,17,6,14,2,3,5,8,4,14,2,4,2,4,3,18,0.3571428571428571,1.0,0,UC Davis ,18,58,5,27,13,31,2,3,7,22,14,6,6,16,17,51,0.0344827586206896,0.875,6,16,2,8,4,10,2,3,2,6,6,3,5,6,5,16,0.25,1.5,,117
236,Utah Valley ,13,52,9,37,4,15,14,22,7,17,7,2,1,11,15,44,0.2692307692307692,0.6363636363636364,2021,5,15,4,12,1,4,7,10,2,7,4,0,1,3,3,18,0.7777777777777778,4.0,1,Stanford ,33,59,18,26,15,33,6,9,8,29,24,8,8,8,18,87,0.1016949152542373,3.0,7,12,3,5,6,11,2,2,3,3,7,2,1,2,3,20,0.6666666666666666,3.5,,118
237,Stanford ,33,59,18,26,15,33,6,9,8,29,24,8,8,8,18,87,0.1016949152542373,3.0,2021,7,12,3,5,6,11,2,2,3,3,7,2,1,2,3,20,0.6666666666666666,3.5,0,Utah Valley ,13,52,9,37,4,15,14,22,7,17,7,2,1,11,15,44,0.2692307692307692,0.6363636363636364,5,15,4,12,1,4,7,10,2,7,4,0,1,3,3,18,0.7777777777777778,4.0,,118
238,Virginia Commonwealth ,13,57,11,49,2,8,4,6,11,24,8,5,1,13,12,32,0.0701754385964912,0.6153846153846154,2021,4,12,4,9,1,3,3,4,3,7,4,4,1,4,2,8,0.2727272727272727,1.3333333333333333,1,Indiana ,24,54,19,36,5,18,10,13,4,30,9,7,8,7,9,63,0.1851851851851851,1.2857142857142858,9,16,8,14,2,5,4,5,4,8,3,2,5,3,3,20,0.6666666666666666,1.0,,119
239,Indiana ,24,54,19,36,5,18,10,13,4,30,9,7,8,7,9,63,0.1851851851851851,1.2857142857142858,2021,9,16,8,14,2,5,4,5,4,8,3,2,5,3,3,20,0.6666666666666666,1.0,0,Virginia Commonwealth ,13,57,11,49,2,8,4,6,11,24,8,5,1,13,12,32,0.0701754385964912,0.6153846153846154,4,12,4,9,1,3,3,4,3,7,4,4,1,4,2,8,0.2727272727272727,1.3333333333333333,,119
240,Virginia Tech ,16,53,7,29,9,24,7,8,4,17,11,5,0,16,23,48,0.1320754716981132,0.6875,2021,6,17,3,12,4,9,3,4,2,4,4,2,0,5,4,18,0.2727272727272727,1.5,1,Baylor ,35,70,29,58,6,12,14,20,18,29,16,9,13,9,14,90,0.2,1.7777777777777777,7,13,7,13,1,2,6,6,4,9,9,3,7,3,2,21,0.4615384615384615,2.0,,120
241,Baylor ,35,70,29,58,6,12,14,20,18,29,16,9,13,9,14,90,0.2,1.7777777777777777,2021,7,13,7,13,1,2,6,6,4,9,9,3,7,3,2,21,0.4615384615384615,2.0,0,Virginia Tech ,16,53,7,29,9,24,7,8,4,17,11,5,0,16,23,48,0.1320754716981132,0.6875,6,17,3,12,4,9,3,4,2,4,4,2,0,5,4,18,0.2727272727272727,1.5,,120
242,Wake Forest ,24,61,17,38,7,23,6,8,8,23,13,8,1,13,12,61,0.0983606557377049,1.0,2021,8,17,8,14,3,9,2,4,3,10,9,5,1,4,3,18,0.2,3.0,1,Oklahoma State ,35,65,27,44,8,21,6,9,8,26,21,9,7,9,7,84,0.0923076923076923,2.333333333333333,13,22,13,22,4,10,2,3,4,11,6,2,4,3,1,27,0.2857142857142857,4.0,,121
243,Oklahoma State ,35,65,27,44,8,21,6,9,8,26,21,9,7,9,7,84,0.0923076923076923,2.333333333333333,2021,13,22,13,22,4,10,2,3,4,11,6,2,4,3,1,27,0.2857142857142857,4.0,0,Wake Forest ,24,61,17,38,7,23,6,8,8,23,13,8,1,13,12,61,0.0983606557377049,1.0,8,17,8,14,3,9,2,4,3,10,9,5,1,4,3,18,0.2,3.0,,121
244,Washington State ,17,55,9,30,8,25,11,12,8,24,11,6,4,11,15,53,0.2,1.0,2021,6,18,3,12,4,10,8,8,2,6,4,2,3,4,5,18,0.4444444444444444,2.0,1,South Florida ,22,58,17,41,5,17,8,10,10,27,7,4,3,8,11,57,0.1379310344827586,0.875,7,18,5,14,2,5,4,6,3,8,3,3,3,3,3,18,0.3333333333333333,3.0,,122
245,South Florida ,22,58,17,41,5,17,8,10,10,27,7,4,3,8,11,57,0.1379310344827586,0.875,2021,7,18,5,14,2,5,4,6,3,8,3,3,3,3,3,18,0.3333333333333333,3.0,0,Washington State ,17,55,9,30,8,25,11,12,8,24,11,6,4,11,15,53,0.2,1.0,6,18,3,12,4,10,8,8,2,6,4,2,3,4,5,18,0.4444444444444444,2.0,,122
246,Wright State ,25,62,19,50,6,12,10,15,13,26,9,9,2,14,23,66,0.1612903225806451,0.6428571428571429,2021,10,20,7,17,3,4,4,5,4,9,2,4,1,3,5,26,0.4,1.0,1,Arkansas ,17,50,10,28,7,22,21,28,5,19,6,4,2,15,16,62,0.42,0.4,5,15,2,9,3,9,14,18,1,5,2,1,1,4,5,27,1.0,1.0,,123
247,Arkansas ,17,50,10,28,7,22,21,28,5,19,6,4,2,15,16,62,0.42,0.4,2021,5,15,2,9,3,9,14,18,1,5,2,1,1,4,5,27,1.0,1.0,0,Wright State ,25,62,19,50,6,12,10,15,13,26,9,9,2,14,23,66,0.1612903225806451,0.6428571428571429,10,20,7,17,3,4,4,5,4,9,2,4,1,3,5,26,0.4,1.0,,123
248,Wright State ,14,52,11,34,3,18,8,15,10,18,4,7,6,12,18,39,0.1538461538461538,0.3333333333333333,2021,3,14,2,9,1,5,3,4,2,4,3,3,3,4,4,10,0.2142857142857142,1.5,1,Missouri State ,21,58,13,42,8,16,14,17,14,27,14,7,2,12,13,64,0.2413793103448276,1.1666666666666667,4,15,4,15,1,3,5,5,6,7,6,1,2,2,4,11,0.5555555555555556,3.0,,124
249,Missouri State ,21,58,13,42,8,16,14,17,14,27,14,7,2,12,13,64,0.2413793103448276,1.1666666666666667,2021,4,15,4,15,1,3,5,5,6,7,6,1,2,2,4,11,0.5555555555555556,3.0,0,Wright State ,14,52,11,34,3,18,8,15,10,18,4,7,6,12,18,39,0.1538461538461538,0.3333333333333333,3,14,2,9,1,5,3,4,2,4,3,3,3,4,4,10,0.2142857142857142,1.5,,124
250,Wyoming ,16,48,11,30,5,18,11,17,7,15,5,1,1,9,13,48,0.2291666666666666,0.5555555555555556,2021,4,16,3,10,2,6,5,8,4,6,2,1,1,2,4,15,0.4545454545454545,2.0,1,UCLA ,26,61,22,44,4,17,13,17,17,25,11,5,3,6,18,69,0.2131147540983606,1.8333333333333333,9,17,8,13,3,5,6,6,4,6,4,2,1,3,4,25,0.4,0.6666666666666666,,125
251,UCLA ,26,61,22,44,4,17,13,17,17,25,11,5,3,6,18,69,0.2131147540983606,1.8333333333333333,2021,9,17,8,13,3,5,6,6,4,6,4,2,1,3,4,25,0.4,0.6666666666666666,0,Wyoming ,16,48,11,30,5,18,11,17,7,15,5,1,1,9,13,48,0.2291666666666666,0.5555555555555556,4,16,3,10,2,6,5,8,4,6,2,1,1,2,4,15,0.4545454545454545,2.0,,125
252,Albany ,20,49,16,33,4,16,7,7,4,21,9,7,2,22,14,51,0.1428571428571428,0.4090909090909091,2022,5,12,5,10,1,4,4,4,3,6,4,2,0,5,2,14,1.0,2.0,1,Louisville ,33,63,27,47,6,16,11,16,11,21,13,18,4,10,9,83,0.1746031746031746,1.3,8,15,7,13,3,6,5,6,3,6,5,7,2,1,2,20,0.5,5.0,,126
253,Louisville ,33,63,27,47,6,16,11,16,11,21,13,18,4,10,9,83,0.1746031746031746,1.3,2022,8,15,7,13,3,6,5,6,3,6,5,7,2,1,2,20,0.5,5.0,0,Albany ,20,49,16,33,4,16,7,7,4,21,9,7,2,22,14,51,0.1428571428571428,0.4090909090909091,5,12,5,10,1,4,4,4,3,6,4,2,0,5,2,14,1.0,2.0,,126
