,TEAM,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,FT/FGA,AST/TOV,YEAR,FG%,2P%,3P%,FT%,FT_MAX,FTA_MAX,ORB_MAX,DRB_MAX,AST_MAX,STL_MAX,BLK_MAX,TOV_MAX,PF_MAX,PTS_MAX,FT/FGA_MAX,AST/TOV_MAX,FG%_MAX,2P%_MAX,3P%_MAX,FT%_MAX,TEAM_OPP,FT_OPP,FTA_OPP,ORB_OPP,DRB_OPP,AST_OPP,STL_OPP,BLK_OPP,TOV_OPP,PF_OPP,FT/FGA_OPP,AST/TOV_OPP,FG%_OPP,2P%_OPP,3P%_OPP,FT%_OPP,FT_MAX_OPP,FTA_MAX_OPP,ORB_MAX_OPP,DRB_MAX_OPP,AST_MAX_OPP,STL_MAX_OPP,BLK_MAX_OPP,TOV_MAX_OPP,PF_MAX_OPP,PTS_MAX_OPP,FT/FGA_MAX_OPP,AST/TOV_MAX_OPP,FG%_MAX_OPP,2P%_MAX_OPP,3P%_MAX_OPP,FT%_MAX_OPP,GAME_ID
151,Georgia ,15,20,18,25,14,6,6,17,4,0.2586206896551724,0.8235294117647058,2021,0.41379310344827586,0.43478260869565216,0.3333333333333333,0.75,4,4,5,7,8,3,2,6,2,11,0.8,1.3333333333333333,0.4,0.4,0.0,1.0,Drexel ,2,2,14,16,13,10,2,11,17,0.0303030303030303,1.181818181818182,0.36363636363636365,0.4375,0.16666666666666666,1.0,2,2,6,4,5,2,2,3,4,22,0.1666666666666666,3.0,0.45454545454545453,0.5333333333333333,0.2857142857142857,1.0,75
152,Florida Gulf Coast ,5,11,5,14,8,8,3,9,21,0.081967213114754,0.8888888888888888,2021,0.4262295081967213,0.53125,0.3103448275862069,0.45454545454545453,3,5,2,3,3,4,3,3,5,25,0.5,3.0,0.5384615384615384,0.5714285714285714,0.5,0.6,Michigan ,17,23,10,28,15,4,4,15,14,0.2982456140350877,1.0,0.543859649122807,0.6216216216216216,0.4,0.7391304347826086,8,8,3,10,6,2,1,5,4,28,0.8,2.0,0.75,0.8571428571428571,0.5,1.0,76
153,Michigan ,17,23,10,28,15,4,4,15,14,0.2982456140350877,1.0,2021,0.543859649122807,0.6216216216216216,0.4,0.7391304347826086,8,8,3,10,6,2,1,5,4,28,0.8,2.0,0.75,0.8571428571428571,0.5,1.0,Florida Gulf Coast ,5,11,5,14,8,8,3,9,21,0.081967213114754,0.8888888888888888,0.4262295081967213,0.53125,0.3103448275862069,0.45454545454545453,3,5,2,3,3,4,3,3,5,25,0.5,3.0,0.5384615384615384,0.5714285714285714,0.5,0.6,76
154,Florida State ,7,8,3,19,13,6,6,10,14,0.1129032258064516,1.3,2021,0.3548387096774194,0.32558139534883723,0.42105263157894735,0.875,3,4,1,5,2,2,2,2,5,17,0.4,2.0,0.4,0.4,0.5,1.0,Oregon State ,12,16,8,30,15,6,3,12,12,0.2068965517241379,1.25,0.5517241379310345,0.5813953488372093,0.4666666666666667,0.75,5,6,2,6,5,2,2,4,2,24,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,77
155,Oregon State ,12,16,8,30,15,6,3,12,12,0.2068965517241379,1.25,2021,0.5517241379310345,0.5813953488372093,0.4666666666666667,0.75,5,6,2,6,5,2,2,4,2,24,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,Florida State ,7,8,3,19,13,6,6,10,14,0.1129032258064516,1.3,0.3548387096774194,0.32558139534883723,0.42105263157894735,0.875,3,4,1,5,2,2,2,2,5,17,0.4,2.0,0.4,0.4,0.5,1.0,77
156,Georgia Tech ,5,7,9,16,12,7,0,12,10,0.0847457627118644,1.0,2021,0.4576271186440678,0.44680851063829785,0.5,0.7142857142857143,2,2,3,5,5,3,0,5,3,20,0.2,1.6666666666666667,0.6,1.0,1.0,1.0,South Carolina ,6,6,7,22,16,5,3,11,8,0.109090909090909,1.4545454545454546,0.5636363636363636,0.5609756097560976,0.5714285714285714,1.0,2,2,4,5,7,2,2,3,2,17,0.2857142857142857,3.5,0.75,0.8,0.8333333333333334,1.0,78
157,South Carolina ,6,6,7,22,16,5,3,11,8,0.109090909090909,1.4545454545454546,2021,0.5636363636363636,0.5609756097560976,0.5714285714285714,1.0,2,2,4,5,7,2,2,3,2,17,0.2857142857142857,3.5,0.75,0.8,0.8333333333333334,1.0,Georgia Tech ,5,7,9,16,12,7,0,12,10,0.0847457627118644,1.0,0.4576271186440678,0.44680851063829785,0.5,0.7142857142857143,2,2,3,5,5,3,0,5,3,20,0.2,1.6666666666666667,0.6,1.0,1.0,1.0,78
158,Georgia Tech ,9,13,11,20,11,7,4,14,10,0.1607142857142857,0.7857142857142857,2021,0.5178571428571429,0.5476190476190477,0.42857142857142855,0.6923076923076923,2,3,4,8,4,3,2,4,3,22,1.0,1.3333333333333333,0.5882352941176471,0.7142857142857143,1.0,1.0,West Virginia ,10,12,6,16,12,7,4,14,16,0.2083333333333333,0.8571428571428571,0.4375,0.5151515151515151,0.26666666666666666,0.8333333333333334,4,4,2,7,5,2,3,4,5,13,0.3636363636363636,1.5,0.7142857142857143,0.7142857142857143,0.3333333333333333,1.0,79
159,West Virginia ,10,12,6,16,12,7,4,14,16,0.2083333333333333,0.8571428571428571,2021,0.4375,0.5151515151515151,0.26666666666666666,0.8333333333333334,4,4,2,7,5,2,3,4,5,13,0.3636363636363636,1.5,0.7142857142857143,0.7142857142857143,0.3333333333333333,1.0,Georgia Tech ,9,13,11,20,11,7,4,14,10,0.1607142857142857,0.7857142857142857,0.5178571428571429,0.5476190476190477,0.42857142857142855,0.6923076923076923,2,3,4,8,4,3,2,4,3,22,1.0,1.3333333333333333,0.5882352941176471,0.7142857142857143,1.0,1.0,79
160,High Point ,10,15,3,17,10,4,0,11,19,0.1639344262295081,0.9090909090909092,2021,0.32786885245901637,0.4074074074074074,0.2647058823529412,0.6666666666666666,4,7,1,7,6,1,0,3,4,14,0.3636363636363636,3.0,0.5,0.5,0.5,1.0,Connecticut ,15,20,14,37,23,7,5,11,16,0.2112676056338028,2.090909090909091,0.5915492957746479,0.6290322580645161,0.3333333333333333,0.75,5,6,3,9,6,4,2,3,3,24,0.3846153846153846,4.0,0.6923076923076923,0.7272727272727273,0.5,1.0,80
161,Connecticut ,15,20,14,37,23,7,5,11,16,0.2112676056338028,2.090909090909091,2021,0.5915492957746479,0.6290322580645161,0.3333333333333333,0.75,5,6,3,9,6,4,2,3,3,24,0.3846153846153846,4.0,0.6923076923076923,0.7272727272727273,0.5,1.0,High Point ,10,15,3,17,10,4,0,11,19,0.1639344262295081,0.9090909090909092,0.32786885245901637,0.4074074074074074,0.2647058823529412,0.6666666666666666,4,7,1,7,6,1,0,3,4,14,0.3636363636363636,3.0,0.5,0.5,0.5,1.0,80
162,Idaho State ,12,18,7,24,10,13,5,17,16,0.2105263157894736,0.5882352941176471,2021,0.38596491228070173,0.42857142857142855,0.3181818181818182,0.6666666666666666,5,6,2,10,3,4,5,4,5,16,0.5,2.0,0.5833333333333334,0.7,0.4,1.0,Kentucky ,15,18,15,29,13,12,3,19,13,0.238095238095238,0.6842105263157895,0.38095238095238093,0.35555555555555557,0.4444444444444444,0.8333333333333334,3,4,4,5,5,4,1,4,3,14,0.2727272727272727,1.6666666666666667,0.5,0.6666666666666666,1.0,0.75,81
163,Kentucky ,15,18,15,29,13,12,3,19,13,0.238095238095238,0.6842105263157895,2021,0.38095238095238093,0.35555555555555557,0.4444444444444444,0.8333333333333334,3,4,4,5,5,4,1,4,3,14,0.2727272727272727,1.6666666666666667,0.5,0.6666666666666666,1.0,0.75,Idaho State ,12,18,7,24,10,13,5,17,16,0.2105263157894736,0.5882352941176471,0.38596491228070173,0.42857142857142855,0.3181818181818182,0.6666666666666666,5,6,2,10,3,4,5,4,5,16,0.5,2.0,0.5833333333333334,0.7,0.4,1.0,81
164,Indiana ,13,17,5,26,9,2,6,9,15,0.2363636363636363,1.0,2021,0.36363636363636365,0.43478260869565216,0.0,0.7647058823529411,4,5,2,7,4,1,5,5,5,20,0.5,1.5,0.6,0.6,0.0,1.0,Arizona ,9,13,10,29,9,4,6,8,15,0.1475409836065573,1.125,0.39344262295081966,0.375,0.42857142857142855,0.6923076923076923,4,5,4,9,4,2,2,4,5,33,0.3333333333333333,1.3333333333333333,0.6,0.5,0.8333333333333334,0.8,82
165,Arizona ,9,13,10,29,9,4,6,8,15,0.1475409836065573,1.125,2021,0.39344262295081966,0.375,0.42857142857142855,0.6923076923076923,4,5,4,9,4,2,2,4,5,33,0.3333333333333333,1.3333333333333333,0.6,0.5,0.8333333333333334,0.8,Indiana ,13,17,5,26,9,2,6,9,15,0.2363636363636363,1.0,0.36363636363636365,0.43478260869565216,0.0,0.7647058823529411,4,5,2,7,4,1,5,5,5,20,0.5,1.5,0.6,0.6,0.0,1.0,82
166,Indiana ,9,17,8,27,13,10,2,9,15,0.1384615384615384,1.4444444444444444,2021,0.47692307692307695,0.5686274509803921,0.14285714285714285,0.5294117647058824,3,5,3,12,5,4,2,3,5,17,0.2,5.0,0.625,0.8333333333333334,0.2,1.0,NC State ,5,7,0,28,15,1,1,17,16,0.0892857142857142,0.8823529411764706,0.5,0.5135135135135135,0.47368421052631576,0.7142857142857143,2,3,0,12,5,1,1,5,5,18,0.1538461538461538,1.5,0.7777777777777778,0.8333333333333334,1.0,1.0,83
167,NC State ,5,7,0,28,15,1,1,17,16,0.0892857142857142,0.8823529411764706,2021,0.5,0.5135135135135135,0.47368421052631576,0.7142857142857143,2,3,0,12,5,1,1,5,5,18,0.1538461538461538,1.5,0.7777777777777778,0.8333333333333334,1.0,1.0,Indiana ,9,17,8,27,13,10,2,9,15,0.1384615384615384,1.4444444444444444,0.47692307692307695,0.5686274509803921,0.14285714285714285,0.5294117647058824,3,5,3,12,5,4,2,3,5,17,0.2,5.0,0.625,0.8333333333333334,0.2,1.0,83
168,Iowa ,8,9,6,15,18,6,3,15,7,0.1333333333333333,1.2,2021,0.43333333333333335,0.45161290322580644,0.41379310344827586,0.8888888888888888,5,5,2,5,5,2,1,5,2,21,0.5555555555555556,1.6666666666666667,0.6666666666666666,0.6363636363636364,0.8,1.0,Connecticut ,2,3,14,27,30,6,6,12,8,0.0273972602739726,2.5,0.547945205479452,0.6,0.43478260869565216,0.6666666666666666,2,2,6,8,10,2,2,4,2,27,0.1111111111111111,4.0,0.8181818181818182,1.0,0.6,1.0,84
169,Connecticut ,2,3,14,27,30,6,6,12,8,0.0273972602739726,2.5,2021,0.547945205479452,0.6,0.43478260869565216,0.6666666666666666,2,2,6,8,10,2,2,4,2,27,0.1111111111111111,4.0,0.8181818181818182,1.0,0.6,1.0,Iowa ,8,9,6,15,18,6,3,15,7,0.1333333333333333,1.2,0.43333333333333335,0.45161290322580644,0.41379310344827586,0.8888888888888888,5,5,2,5,5,2,1,5,2,21,0.5555555555555556,1.6666666666666667,0.6666666666666666,0.6363636363636364,0.8,1.0,84
170,Iowa ,6,6,8,26,14,4,4,15,11,0.0983606557377049,0.9333333333333332,2021,0.5737704918032787,0.5952380952380952,0.5263157894736842,1.0,3,3,3,7,7,2,1,5,4,35,0.1428571428571428,1.4,0.6190476190476191,0.7777777777777778,1.0,1.0,Kentucky ,13,16,19,14,13,13,4,7,13,0.1756756756756756,1.8571428571428568,0.35135135135135137,0.40425531914893614,0.25925925925925924,0.8125,7,9,5,3,8,6,3,2,3,28,0.6666666666666666,2.0,0.5,0.5,0.4166666666666667,1.0,85
171,Kentucky ,13,16,19,14,13,13,4,7,13,0.1756756756756756,1.8571428571428568,2021,0.35135135135135137,0.40425531914893614,0.25925925925925924,0.8125,7,9,5,3,8,6,3,2,3,28,0.6666666666666666,2.0,0.5,0.5,0.4166666666666667,1.0,Iowa ,6,6,8,26,14,4,4,15,11,0.0983606557377049,0.9333333333333332,0.5737704918032787,0.5952380952380952,0.5263157894736842,1.0,3,3,3,7,7,2,1,5,4,35,0.1428571428571428,1.4,0.6190476190476191,0.7777777777777778,1.0,1.0,85
172,Iowa State ,14,15,10,35,20,3,1,21,12,0.21875,0.9523809523809524,2021,0.40625,0.29411764705882354,0.5333333333333333,0.9333333333333333,10,11,3,15,9,1,0,5,3,32,0.5,1.8,0.75,0.4,0.75,1.0,Texas A&M ,8,12,13,23,16,5,11,7,20,0.0963855421686747,2.2857142857142856,0.43373493975903615,0.5,0.21052631578947367,0.6666666666666666,3,5,6,8,7,1,4,3,4,35,0.25,2.333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,86
173,Texas A&M ,8,12,13,23,16,5,11,7,20,0.0963855421686747,2.2857142857142856,2021,0.43373493975903615,0.5,0.21052631578947367,0.6666666666666666,3,5,6,8,7,1,4,3,4,35,0.25,2.333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,Iowa State ,14,15,10,35,20,3,1,21,12,0.21875,0.9523809523809524,0.40625,0.29411764705882354,0.5333333333333333,0.9333333333333333,10,11,3,15,9,1,0,5,3,32,0.5,1.8,0.75,0.4,0.75,1.0,86
174,Jackson State ,8,18,13,21,7,13,5,20,19,0.1176470588235294,0.35,2021,0.3088235294117647,0.3877551020408163,0.10526315789473684,0.4444444444444444,4,6,8,6,2,3,3,5,4,15,0.3333333333333333,0.5,1.0,1.0,0.16666666666666666,0.6666666666666666,Baylor ,19,27,18,36,17,15,8,16,15,0.2467532467532467,1.0625,0.4935064935064935,0.5161290322580645,0.4,0.7037037037037037,6,6,2,9,4,3,2,3,2,24,1.2,4.0,0.8888888888888888,0.8888888888888888,0.75,1.0,87
175,Baylor ,19,27,18,36,17,15,8,16,15,0.2467532467532467,1.0625,2021,0.4935064935064935,0.5161290322580645,0.4,0.7037037037037037,6,6,2,9,4,3,2,3,2,24,1.2,4.0,0.8888888888888888,0.8888888888888888,0.75,1.0,Jackson State ,8,18,13,21,7,13,5,20,19,0.1176470588235294,0.35,0.3088235294117647,0.3877551020408163,0.10526315789473684,0.4444444444444444,4,6,8,6,2,3,3,5,4,15,0.3333333333333333,0.5,1.0,1.0,0.16666666666666666,0.6666666666666666,87
176,Lehigh ,5,6,5,18,11,7,2,18,10,0.0806451612903225,0.6111111111111112,2021,0.3064516129032258,0.28125,0.3333333333333333,0.8333333333333334,2,2,3,4,6,2,1,6,3,14,0.25,1.0,0.42857142857142855,0.45454545454545453,0.5,1.0,West Virginia ,9,11,6,33,15,11,4,19,9,0.1636363636363636,0.7894736842105263,0.5454545454545454,0.55,0.5333333333333333,0.8181818181818182,4,4,3,8,5,4,2,5,3,26,0.4,1.6666666666666667,0.7,0.8571428571428571,0.75,1.0,88
177,West Virginia ,9,11,6,33,15,11,4,19,9,0.1636363636363636,0.7894736842105263,2021,0.5454545454545454,0.55,0.5333333333333333,0.8181818181818182,4,4,3,8,5,4,2,5,3,26,0.4,1.6666666666666667,0.7,0.8571428571428571,0.75,1.0,Lehigh ,5,6,5,18,11,7,2,18,10,0.0806451612903225,0.6111111111111112,0.3064516129032258,0.28125,0.3333333333333333,0.8333333333333334,2,2,3,4,6,2,1,6,3,14,0.25,1.0,0.42857142857142855,0.45454545454545453,0.5,1.0,88
178,Louisville ,1,4,11,23,11,5,3,10,17,0.015625,1.1,2021,0.40625,0.35555555555555557,0.5263157894736842,0.25,1,2,4,5,3,2,1,3,4,24,0.1666666666666666,3.0,0.5,0.5,0.75,0.5,Stanford ,11,17,16,27,16,8,7,8,6,0.1617647058823529,2.0,0.4411764705882353,0.45098039215686275,0.4117647058823529,0.6470588235294118,8,9,4,8,5,4,4,2,3,21,0.5714285714285714,2.5,0.5,0.6666666666666666,0.5,0.8888888888888888,89
179,Stanford ,11,17,16,27,16,8,7,8,6,0.1617647058823529,2.0,2021,0.4411764705882353,0.45098039215686275,0.4117647058823529,0.6470588235294118,8,9,4,8,5,4,4,2,3,21,0.5714285714285714,2.5,0.5,0.6666666666666666,0.5,0.8888888888888888,Louisville ,1,4,11,23,11,5,3,10,17,0.015625,1.1,0.40625,0.35555555555555557,0.5263157894736842,0.25,1,2,4,5,3,2,1,3,4,24,0.1666666666666666,3.0,0.5,0.5,0.75,0.5,89
180,Marist ,12,20,9,24,12,3,3,20,10,0.2142857142857142,0.6,2021,0.23214285714285715,0.21621621621621623,0.2631578947368421,0.6,2,4,4,5,4,2,3,4,4,8,0.4,2.0,0.4,0.5,0.3333333333333333,1.0,Louisville ,8,8,8,30,16,11,8,16,23,0.1269841269841269,1.0,0.4444444444444444,0.5454545454545454,0.3333333333333333,1.0,2,2,3,4,4,2,1,4,3,17,0.2,2.0,0.6363636363636364,0.8333333333333334,0.6,1.0,90
181,Louisville ,8,8,8,30,16,11,8,16,23,0.1269841269841269,1.0,2021,0.4444444444444444,0.5454545454545454,0.3333333333333333,1.0,2,2,3,4,4,2,1,4,3,17,0.2,2.0,0.6363636363636364,0.8333333333333334,0.6,1.0,Marist ,12,20,9,24,12,3,3,20,10,0.2142857142857142,0.6,0.23214285714285715,0.21621621621621623,0.2631578947368421,0.6,2,4,4,5,4,2,3,4,4,8,0.4,2.0,0.4,0.5,0.3333333333333333,1.0,90
182,Marquette ,7,11,4,24,17,5,0,14,17,0.1296296296296296,1.2142857142857142,2021,0.48148148148148145,0.5238095238095238,0.3333333333333333,0.6363636363636364,3,5,2,7,5,3,0,4,5,18,0.2857142857142857,5.0,0.7,1.0,1.0,0.6666666666666666,Virginia Tech ,14,17,9,22,17,6,3,12,13,0.2333333333333333,1.4166666666666667,0.43333333333333335,0.5116279069767442,0.23529411764705882,0.8235294117647058,4,4,4,6,5,1,3,5,3,23,0.5,4.0,0.6,0.6,0.3333333333333333,1.0,91
183,Virginia Tech ,14,17,9,22,17,6,3,12,13,0.2333333333333333,1.4166666666666667,2021,0.43333333333333335,0.5116279069767442,0.23529411764705882,0.8235294117647058,4,4,4,6,5,1,3,5,3,23,0.5,4.0,0.6,0.6,0.3333333333333333,1.0,Marquette ,7,11,4,24,17,5,0,14,17,0.1296296296296296,1.2142857142857142,0.48148148148148145,0.5238095238095238,0.3333333333333333,0.6363636363636364,3,5,2,7,5,3,0,4,5,18,0.2857142857142857,5.0,0.7,1.0,1.0,0.6666666666666666,91
184,Mercer ,2,3,7,18,14,9,4,12,21,0.0307692307692307,1.1666666666666667,2021,0.36923076923076925,0.3888888888888889,0.2727272727272727,0.6666666666666666,2,2,3,6,4,4,1,4,4,15,0.1052631578947368,3.0,0.5454545454545454,0.6666666666666666,0.4,1.0,South Carolina ,20,28,19,31,12,8,4,17,11,0.3225806451612903,0.7058823529411765,0.45161290322580644,0.5208333333333334,0.21428571428571427,0.7142857142857143,6,7,9,9,4,4,1,4,4,20,0.6,4.0,0.7,0.7,0.3333333333333333,1.0,92
185,South Carolina ,20,28,19,31,12,8,4,17,11,0.3225806451612903,0.7058823529411765,2021,0.45161290322580644,0.5208333333333334,0.21428571428571427,0.7142857142857143,6,7,9,9,4,4,1,4,4,20,0.6,4.0,0.7,0.7,0.3333333333333333,1.0,Mercer ,2,3,7,18,14,9,4,12,21,0.0307692307692307,1.1666666666666667,0.36923076923076925,0.3888888888888889,0.2727272727272727,0.6666666666666666,2,2,3,6,4,4,1,4,4,15,0.1052631578947368,3.0,0.5454545454545454,0.6666666666666666,0.4,1.0,92
186,Michigan ,8,11,6,23,17,6,2,19,19,0.1290322580645161,0.8947368421052632,2021,0.46774193548387094,0.5128205128205128,0.391304347826087,0.7272727272727273,4,4,3,6,5,2,1,6,4,23,0.2666666666666666,2.0,0.7,1.0,0.6,1.0,Baylor ,11,17,7,25,18,8,2,16,15,0.171875,1.125,0.5,0.5370370370370371,0.3,0.6470588235294118,3,4,2,6,9,2,2,4,3,24,0.375,4.0,1.0,1.0,1.0,1.0,93
187,Baylor ,11,17,7,25,18,8,2,16,15,0.171875,1.125,2021,0.5,0.5370370370370371,0.3,0.6470588235294118,3,4,2,6,9,2,2,4,3,24,0.375,4.0,1.0,1.0,1.0,1.0,Michigan ,8,11,6,23,17,6,2,19,19,0.1290322580645161,0.8947368421052632,0.46774193548387094,0.5128205128205128,0.391304347826087,0.7272727272727273,4,4,3,6,5,2,1,6,4,23,0.2666666666666666,2.0,0.7,1.0,0.6,1.0,93
188,Michigan ,18,22,11,26,13,13,1,13,10,0.3,1.0,2021,0.38333333333333336,0.425,0.3,0.8181818181818182,11,11,6,9,5,5,1,6,3,23,0.7857142857142857,3.0,0.5555555555555556,0.5333333333333333,0.6666666666666666,1.0,Tennessee ,11,14,14,23,5,8,7,16,17,0.1774193548387097,0.3125,0.3387096774193548,0.3958333333333333,0.14285714285714285,0.7857142857142857,4,4,5,7,2,2,4,6,4,12,0.5,1.0,0.7142857142857143,0.7142857142857143,0.3333333333333333,1.0,94
189,Tennessee ,11,14,14,23,5,8,7,16,17,0.1774193548387097,0.3125,2021,0.3387096774193548,0.3958333333333333,0.14285714285714285,0.7857142857142857,4,4,5,7,2,2,4,6,4,12,0.5,1.0,0.7142857142857143,0.7142857142857143,0.3333333333333333,1.0,Michigan ,18,22,11,26,13,13,1,13,10,0.3,1.0,0.38333333333333336,0.425,0.3,0.8181818181818182,11,11,6,9,5,5,1,6,3,23,0.7857142857142857,3.0,0.5555555555555556,0.5333333333333333,0.6666666666666666,1.0,94
190,Michigan State ,14,21,15,22,11,4,4,11,25,0.2222222222222222,1.0,2021,0.4444444444444444,0.5,0.29411764705882354,0.6666666666666666,7,8,2,4,4,1,1,2,4,16,0.7777777777777778,4.0,1.0,1.0,1.0,0.875,Iowa State ,20,28,11,24,12,5,3,12,17,0.3508771929824561,1.0,0.43859649122807015,0.45714285714285713,0.4090909090909091,0.7142857142857143,9,12,2,7,6,4,2,3,3,33,0.4285714285714285,3.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,95
191,Iowa State ,20,28,11,24,12,5,3,12,17,0.3508771929824561,1.0,2021,0.43859649122807015,0.45714285714285713,0.4090909090909091,0.7142857142857143,9,12,2,7,6,4,2,3,3,33,0.4285714285714285,3.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,Michigan State ,14,21,15,22,11,4,4,11,25,0.2222222222222222,1.0,0.4444444444444444,0.5,0.29411764705882354,0.6666666666666666,7,8,2,4,4,1,1,2,4,16,0.7777777777777778,4.0,1.0,1.0,1.0,0.875,95
192,Middle Tennessee ,6,7,4,11,12,7,0,11,17,0.088235294117647,1.0909090909090908,2021,0.3382352941176471,0.37142857142857144,0.30303030303030304,0.8571428571428571,6,7,1,3,5,3,0,5,4,26,0.24,3.0,0.375,1.0,0.4,0.8571428571428571,Tennessee ,19,24,20,35,15,7,7,20,14,0.3015873015873015,0.75,0.5238095238095238,0.6078431372549019,0.16666666666666666,0.7916666666666666,6,8,7,10,5,2,3,5,3,24,0.5555555555555556,2.0,0.6428571428571429,0.8,0.25,1.0,96
193,Tennessee ,19,24,20,35,15,7,7,20,14,0.3015873015873015,0.75,2021,0.5238095238095238,0.6078431372549019,0.16666666666666666,0.7916666666666666,6,8,7,10,5,2,3,5,3,24,0.5555555555555556,2.0,0.6428571428571429,0.8,0.25,1.0,Middle Tennessee ,6,7,4,11,12,7,0,11,17,0.088235294117647,1.0909090909090908,0.3382352941176471,0.37142857142857144,0.30303030303030304,0.8571428571428571,6,7,1,3,5,3,0,5,4,26,0.24,3.0,0.375,1.0,0.4,0.8571428571428571,96
194,Missouri State ,14,22,16,25,11,3,3,13,12,0.21875,0.8461538461538461,2021,0.3125,0.24489795918367346,0.5333333333333333,0.6363636363636364,6,8,6,7,4,2,0,6,3,9,0.6666666666666666,4.0,0.3333333333333333,0.4,0.3333333333333333,1.0,Stanford ,8,13,13,31,24,8,7,10,12,0.1126760563380281,2.4,0.4647887323943662,0.46153846153846156,0.46875,0.6153846153846154,4,4,1,7,5,3,5,2,3,16,0.4444444444444444,5.0,0.8333333333333334,0.8,1.0,1.0,97
195,Stanford ,8,13,13,31,24,8,7,10,12,0.1126760563380281,2.4,2021,0.4647887323943662,0.46153846153846156,0.46875,0.6153846153846154,4,4,1,7,5,3,5,2,3,16,0.4444444444444444,5.0,0.8333333333333334,0.8,1.0,1.0,Missouri State ,14,22,16,25,11,3,3,13,12,0.21875,0.8461538461538461,0.3125,0.24489795918367346,0.5333333333333333,0.6363636363636364,6,8,6,7,4,2,0,6,3,9,0.6666666666666666,4.0,0.3333333333333333,0.4,0.3333333333333333,1.0,97
196,Mount St. Mary's ,7,10,13,16,11,7,4,18,20,0.1147540983606557,0.6111111111111112,2021,0.2459016393442623,0.28,0.2222222222222222,0.7,5,6,3,4,4,2,2,7,4,8,0.5,2.0,0.6,1.0,0.3333333333333333,0.8333333333333334,Maryland ,25,30,17,30,21,10,4,10,10,0.3846153846153846,2.1,0.5230769230769231,0.5576923076923077,0.38461538461538464,0.8333333333333334,6,6,4,7,7,2,2,3,2,22,1.0,3.5,0.6666666666666666,1.0,1.0,1.0,98
197,Maryland ,25,30,17,30,21,10,4,10,10,0.3846153846153846,2.1,2021,0.5230769230769231,0.5576923076923077,0.38461538461538464,0.8333333333333334,6,6,4,7,7,2,2,3,2,22,1.0,3.5,0.6666666666666666,1.0,1.0,1.0,Mount St. Mary's ,7,10,13,16,11,7,4,18,20,0.1147540983606557,0.6111111111111112,0.2459016393442623,0.28,0.2222222222222222,0.7,5,6,3,4,4,2,2,7,4,8,0.5,2.0,0.6,1.0,0.3333333333333333,0.8333333333333334,98
198,North Carolina ,9,9,12,18,15,4,5,6,15,0.1285714285714285,2.5,2021,0.37142857142857144,0.34782608695652173,0.4166666666666667,1.0,5,5,6,4,5,1,3,2,4,29,0.3846153846153846,2.5,0.625,0.6,0.6363636363636364,1.0,Alabama ,11,14,12,30,21,4,4,13,13,0.1746031746031746,1.6153846153846154,0.4603174603174603,0.43902439024390244,0.5,0.7857142857142857,6,8,4,8,8,1,2,4,3,32,0.4285714285714285,3.0,0.625,1.0,0.5714285714285714,1.0,99
199,Alabama ,11,14,12,30,21,4,4,13,13,0.1746031746031746,1.6153846153846154,2021,0.4603174603174603,0.43902439024390244,0.5,0.7857142857142857,6,8,4,8,8,1,2,4,3,32,0.4285714285714285,3.0,0.625,1.0,0.5714285714285714,1.0,North Carolina ,9,9,12,18,15,4,5,6,15,0.1285714285714285,2.5,0.37142857142857144,0.34782608695652173,0.4166666666666667,1.0,5,5,6,4,5,1,3,2,4,29,0.3846153846153846,2.5,0.625,0.6,0.6363636363636364,1.0,99
200,North Carolina A&T ,6,9,4,16,12,8,3,11,20,0.1071428571428571,1.0909090909090908,2021,0.42857142857142855,0.47619047619047616,0.2857142857142857,0.6666666666666666,2,4,2,6,3,3,3,2,4,23,0.2222222222222222,3.0,0.625,0.625,0.3333333333333333,1.0,NC State ,15,18,7,25,17,9,3,15,13,0.2884615384615384,1.1333333333333333,0.5384615384615384,0.6060606060606061,0.42105263157894735,0.8333333333333334,5,7,4,6,4,1,1,2,2,14,0.7142857142857143,4.0,0.8333333333333334,1.0,0.8,1.0,100
201,NC State ,15,18,7,25,17,9,3,15,13,0.2884615384615384,1.1333333333333333,2021,0.5384615384615384,0.6060606060606061,0.42105263157894735,0.8333333333333334,5,7,4,6,4,1,1,2,2,14,0.7142857142857143,4.0,0.8333333333333334,1.0,0.8,1.0,North Carolina A&T ,6,9,4,16,12,8,3,11,20,0.1071428571428571,1.0909090909090908,0.42857142857142855,0.47619047619047616,0.2857142857142857,0.6666666666666666,2,4,2,6,3,3,3,2,4,23,0.2222222222222222,3.0,0.625,0.625,0.3333333333333333,1.0,100
