,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Nnemkadi Ogwumike,31,.508,.462,.000,.923,25.1,15.6,20.6,6.7,2.0,0.0,5.2,31.1,127,74
1,Jeanette Pohlen,31,.894,.875,.625,.250,0.0,15.6,7.5,18.8,2.0,0.0,10.1,15.9,178,76
2,Kayla Pedersen,30,.409,.267,.267,.467,14.8,32.3,23.2,6.2,2.1,0.0,10.0,33.5,105,71
3,Rosalyn Gold-Onwude,24,.625,.625,.500,.000,0.0,15.2,7.2,7.0,0.0,0.0,20.0,10.4,114,80
4,Jayne Appel,15,.588,.600,.000,.400,0.0,16.2,7.7,28.1,0.0,0.0,14.5,22.9,119,77
6,Joslyn Tinkle,15,.333,.333,.500,.000,14.8,24.2,19.3,0.0,0.0,9.5,0.0,20.0,102,72
7,Lindy La Rocque,13,.500,.500,1.000,.000,8.5,9.3,8.9,12.9,0.0,0.0,25.0,15.4,104,78
8,Michelle Harrison,11,.667,.667,.000,.000,10.1,33.1,21.1,18.4,11.2,0.0,0.0,13.6,162,46
9,Melanie Murphy,9,1.026,1.000,.000,2.000,0.0,0.0,0.0,19.7,0.0,0.0,34.7,16.0,141,79
10,JJ Hones,9,,,,,0.0,0.0,0.0,0.0,6.9,0.0,,0.0,,66
11,Ashley Cimino,5,,,,,22.2,0.0,11.6,0.0,0.0,0.0,,0.0,217,84
12,Mikaela Ruef,3,.500,.500,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,116,84
13,Grace Mashore,3,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,0,84
14,Hannah Donaghe,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,84
15,School Totals,200,.542,.492,.311,.410,44.4,84.8,63.8,40.7,9.2,3.6,9.9,100.0,121.5,72.3
