,Unnamed: 0_level_0,Unnamed: 1_level_0,Four Factors,Four Factors,Four Factors,Four Factors,Unnamed: 6_level_0
,Unnamed: 0_level_1,Pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
0,Minnesota,74.7,0.542,11.0,24.0,0.424,118.7
1,Green Bay,74.7,0.458,13.2,45.9,0.169,102.7
