,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Alexa Deluzio,35,.393,.286,.143,.571,3.9,4.9,4.5,5.0,0.0,0.0,18.6,17.1,76,77,
1,Morgan Toles,32,.548,.500,.000,.200,4.3,10.6,8.2,26.7,3.6,0.0,8.4,20.7,115,65,
2,Chelsea Davis,31,.435,.400,.000,.800,4.4,13.7,10.2,5.8,3.7,0.0,0.0,12.2,104,61,
3,Leonor Rodriguez,28,.637,.688,.250,.375,0.0,12.2,7.5,24.0,4.1,0.0,9.7,20.6,118,60,
4,Natasha Howard,25,.333,.333,.000,.000,5.5,17.0,12.6,7.9,0.0,18.2,18.2,24.5,63,60,
6,Yashira Delgado,26,.688,.688,.250,.000,5.3,9.8,8.1,35.6,0.0,0.0,38.5,27.9,87,74,
7,Chasity Clayton,13,.750,.750,.000,.000,10.6,26.2,20.2,19.5,0.0,0.0,33.3,25.7,96,57,
8,Lauren Coleman,9,.000,.000,.000,.000,0.0,9.5,5.8,17.8,6.4,0.0,50.0,12.4,25,58,
9,Jakelle King-Gilchrist,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,84,
10,Ebony Wells,0,,,,,,,,,,,,,,,
11,Kristi Mokube,0,,,,,,,,,,,,,,,
12,School Totals,200,.516,.500,.096,.250,20.7,59.6,44.7,64.0,10.1,11.4,19.4,100.0,87.0,63.8,
