,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Mississippi State ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Keiana Gilbert,40,.418,.364,.182,.182,8.0,10.8,9.7,6.3,1.5,2.0,20.2,20.1,79,93,
1,Aryanna Gilbert,40,.556,.556,.333,.000,8.0,5.4,6.5,6.7,2.9,0.0,35.7,18.9,75,95,
2,Alicia Payne,37,.386,.333,.000,.167,8.6,0.0,3.5,30.3,0.0,0.0,43.7,16.7,66,106,
3,Queen Alford,32,.208,.208,.333,.000,0.0,10.1,6.0,0.0,5.5,0.0,14.3,23.7,42,85,
4,Jasmine Joyner,21,.776,.750,.200,.200,0.0,20.6,12.3,0.0,0.0,3.7,8.4,30.6,141,87,
6,Sydney Vanlandingham,19,.513,.000,1.000,2.000,0.0,17.1,10.2,21.1,0.0,0.0,34.7,8.2,96,92,
7,Moses Johnson,11,.169,.000,.500,1.000,14.5,9.8,11.7,0.0,0.0,0.0,41.0,24.0,30,97,
8,School Totals,200,.452,.412,.255,.176,28.0,45.9,38.7,45.0,8.8,3.9,25.6,100.0,73.5,88.2,
