,Ohio State ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Jantel Lavender,9,17,9,17,0,0,1,2,2,8,5,0,4,5,3,19,0.058823529411764705,1.0
1,Brittany Johnson,6,11,2,3,4,8,0,0,0,3,1,0,0,1,2,16,0.0,1.0
2,Samantha Prahalis,9,18,7,14,2,4,2,2,0,2,7,1,0,4,4,22,0.1111111111111111,1.75
3,Tayler Hill,4,11,3,8,1,3,3,4,1,2,4,2,1,2,2,12,0.2727272727272727,2.0
4,Ashley Adams,2,2,2,2,0,0,0,0,0,5,3,0,2,1,3,4,0.0,3.0
7,School Totals,31,62,24,46,7,16,6,8,3,22,20,3,9,13,17,75,0.0967741935483871,1.5384615384615385
