,Notre Dame ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Jessica Shepard,11,18,11,18,0,0,2,3,6,8,6,1,0,3,2,24,0.1111111111111111,2.0
1,Arike Ogunbowale,14,26,13,20,1,6,5,6,0,5,4,3,0,2,4,34,0.19230769230769232,2.0
2,Brianna Turner,5,10,5,10,0,0,2,2,0,6,1,0,4,1,1,12,0.2,1.0
3,Jackie Young,5,10,5,10,0,0,4,4,3,5,2,0,0,1,1,14,0.4,2.0
4,Marina Mabrey,1,5,0,1,1,4,0,0,0,6,6,0,0,0,2,3,0.0,0.0
7,School Totals,36,69,34,59,2,10,13,15,10,30,20,4,4,7,12,87,0.18840579710144928,2.857142857142857
