,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Duke ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Ka'lia Johnson,38,0,3,.000,0,3,.000,0,0,,0,0,,0,4,4,3,3,1,2,3,0
1,Rebecca Greenwell,37,7,13,.538,1,2,.500,6,11,.545,0,0,,0,3,3,1,1,0,6,1,20
2,Elizabeth Williams,35,2,9,.222,2,9,.222,0,0,,5,10,.500,6,6,12,3,2,9,3,3,9
3,Amber Henson,34,3,5,.600,2,4,.500,1,1,1.000,0,0,,0,10,10,3,1,1,4,3,7
4,Azura Stevens,30,5,10,.500,5,10,.500,0,0,,1,2,.500,3,6,9,2,1,0,6,1,11
6,Kendall Cooper,11,0,1,.000,0,1,.000,0,0,,1,3,.333,1,1,2,0,0,0,4,1,1
7,Erin Mathias,10,3,3,1.000,3,3,1.000,0,0,,0,0,,1,1,2,0,0,0,0,0,6
8,Mercedes Riggs,5,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,1,0,0,1,1,0
9,School Totals,200,20,45,.444,13,33,.394,7,12,.583,7,15,.467,11,32,43,13,8,11,26,13,54
