,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Ieasia Walker,39,.368,.321,.357,.143,0.0,3.1,1.3,17.9,5.6,0.0,21.2,20.5,82,103,
1,Ashley Bruner,38,.357,.381,.000,.143,11.2,22.3,15.8,11.3,0.0,0.0,8.2,27.0,92,108,
2,Aleighsa Welch,34,.449,.429,.000,.571,20.0,10.7,16.2,5.9,1.6,6.7,14.6,25.5,101,105,
3,Tiffany Mitchell,32,.391,.313,.250,.250,8.0,11.4,9.4,0.0,5.1,0.0,25.3,15.7,79,101,
4,Sancheon White,19,.303,.250,.000,.500,13.4,6.4,10.5,0.0,2.9,0.0,0.0,10.9,100,107,
6,Elem Ibiam,24,.637,.625,.000,.375,14.2,30.3,20.8,8.9,0.0,3.1,9.7,18.2,137,103,
7,Khadijah Sessions,14,.506,.333,.333,.667,0.0,0.0,0.0,11.8,0.0,0.0,0.0,11.7,144,117,
8,Asia Dozier,0,,,,,,,,,,,,,,,
9,Wilka Montout,0,,,,,,,,,,,,,,,
10,School Totals,200,.418,.389,.111,.306,48.9,63.6,55.0,33.3,12.2,7.5,13.6,100.0,93.2,101.4,
