,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Tennessee ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Alyssa Thomas,38,.613,.580,.160,.160,10.0,26.3,17.5,25.8,1.4,0.0,0.0,29.9,148,81,
1,Alicia DeVaughn,32,.127,.000,.000,.667,14.9,17.4,16.0,0.0,1.6,0.0,34.0,7.8,51,85,
2,Lexie Brown,31,.505,.455,.455,.545,3.1,3.6,3.3,5.9,8.5,0.0,30.5,26.9,81,78,
3,Brionna Jones,16,1.000,1.000,.000,.000,0.0,0.0,0.0,10.2,6.6,0.0,75.0,10.6,50,83,
4,Katie Rutan,9,.000,.000,.667,.000,10.6,0.0,5.7,0.0,0.0,0.0,0.0,14.1,19,99,
6,Laurin Mincy,24,.368,.357,.429,.143,11.9,9.3,10.7,8.2,2.2,0.0,21.2,33.3,76,89,
7,Malina Howard,20,.339,.000,.000,1.000,14.3,11.1,12.8,7.4,0.0,0.0,0.0,6.1,130,92,
8,Shatori Walker-Kimbrough,19,.531,.500,.125,.375,0.0,17.5,8.1,22.7,8.3,0.0,9.7,23.0,116,70,
9,Tierney Pfirman,6,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0,99,
10,Brene Moseley,5,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0,99,
11,School Totals,200,.462,.421,.257,.271,40.5,61.1,50.0,33.3,17.1,0.0,16.8,100.0,96.1,81.6,
