,Stanford ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Kayla Pedersen,3,5,0,1,3,4,2,2,1,3,7,1,0,1,1,11,0.4,7.0
1,Nnemkadi Ogwumike,9,12,9,12,0,0,4,4,1,6,0,0,0,2,2,22,0.3333333333333333,0.0
2,Jeanette Pohlen,4,8,1,2,3,6,0,0,0,2,8,0,0,5,1,11,0.0,1.6
3,Chiney Ogwumike,4,5,4,5,0,0,2,2,2,3,4,3,0,1,2,10,0.4,4.0
4,Lindy La Rocque,5,6,1,1,4,5,0,0,0,0,2,0,0,0,1,14,0.0,0.0
13,School Totals,31,56,18,34,13,22,11,12,6,24,28,8,1,12,11,86,0.19642857142857142,2.3333333333333335
