,Connecticut ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Bria Hartley,5,9,1,3,4,6,4,4,0,5,3,0,0,1,1,18,0.4444444444444444,3.0
1,Kelly Faris,2,5,1,4,1,1,1,1,3,3,8,3,0,0,2,6,0.2,0.0
2,Stefanie Dolson,7,10,7,10,0,0,1,2,1,1,1,2,2,4,3,15,0.1,0.25
3,Tiffany Hayes,1,6,1,4,0,2,5,5,2,0,3,1,1,1,0,7,0.8333333333333334,3.0
4,Caroline Doty,0,2,0,1,0,1,0,0,1,3,1,3,0,1,1,0,0.0,1.0
10,School Totals,27,59,20,43,7,16,22,24,13,25,20,11,8,14,12,83,0.3728813559322034,1.4285714285714286
