,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Oklahoma State ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Ashley Houts,45,.367,.333,.444,.444,4.4,9.5,6.9,15.8,0.0,2.0,0.0,11.8,118,107
1,Jasmine James,44,.497,.381,.429,.619,6.8,17.0,11.8,29.6,1.4,0.0,7.0,32.2,127,100
2,Meredith Mitchell,44,.542,.591,.727,.545,6.8,2.4,4.7,25.8,0.0,4.2,12.8,17.5,118,111
3,Angel Robinson,43,.678,.625,.000,1.000,20.9,15.0,18.0,6.6,0.0,2.1,14.8,15.5,139,104
4,Porsha Phillips,23,.316,.167,.167,.667,17.4,28.0,22.5,0.0,2.7,8.0,27.9,23.1,69,85
6,Anne Marie Armstrong,21,.188,.188,.500,.000,4.8,20.4,12.3,11.4,0.0,4.4,11.1,21.1,60,99
7,Jasmine Hassell,3,.000,,,,0.0,35.7,17.2,0.0,0.0,0.0,69.4,47.3,0,90
8,Jaleesa Rhoden,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,115
9,Candace Williams,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,115
10,School Totals,225,.459,.397,.413,.587,48.9,69.0,58.6,61.9,2.7,14.3,13.0,100.0,101.4,97.3
