,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Albany ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Imani Tate,34,6,24,.250,6,20,.300,0,4,.000,7,8,.875,5,2,7,3,0,1,7,3,19
1,Bailey Hixson,33,1,7,.143,0,0,,1,7,.143,0,0,,2,2,4,3,0,0,2,1,3
2,Jessica Fequiere,29,6,11,.545,3,5,.600,3,6,.500,1,2,.500,1,0,1,0,0,0,1,2,16
3,Khepera Stokes,11,1,2,.500,1,1,1.000,0,1,.000,0,0,,0,0,0,1,1,0,3,0,2
4,Heather Forster,8,0,2,.000,0,2,.000,0,0,,1,2,.500,2,1,3,0,1,0,1,3,1
6,Mackenzie Trpcic,29,2,8,.250,2,4,.500,0,4,.000,0,0,,1,1,2,3,0,0,1,1,4
7,Tiana-Jo Carter,16,4,8,.500,4,8,.500,0,0,,0,0,,1,4,5,0,1,0,1,2,8
8,Chyanna Canada,15,0,1,.000,0,1,.000,0,0,,0,0,,1,1,2,0,0,0,0,1,0
9,Cassandra Edwards,13,1,2,.500,1,2,.500,0,0,,0,0,,0,1,1,0,0,0,1,2,2
10,Bose Aiyalogbe,12,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,2,0
11,Alexi Schecter,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0
12,Aubrey Hernandez,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
13,Kumsal Aslan,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
14,School Totals,200,21,65,.323,17,43,.395,4,22,.182,9,12,.750,13,12,25,11,3,1,18,17,55
