,Connecticut ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Napheesa Collier,12,15,12,15,0,0,3,7,5,11,8,2,3,4,4,27,0.2,2.0
1,Katie Lou Samuelson,4,12,3,6,1,6,8,10,5,4,4,1,0,1,4,17,0.6666666666666666,4.0
2,Megan Walker,4,16,4,12,0,4,1,2,3,4,2,1,0,3,4,9,0.0625,0.6666666666666666
3,Crystal Dangerfield,2,7,0,0,2,7,5,6,0,1,4,1,0,3,4,11,0.7142857142857143,1.3333333333333333
4,Christyn Williams,6,10,3,4,3,6,2,4,1,1,3,1,0,2,3,17,0.2,1.5
6,School Totals,29,63,23,40,6,23,20,32,16,22,22,6,6,14,21,84,0.31746031746031744,1.5714285714285714
