,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Casey Nance,26,.127,.000,.000,.667,4.4,10.5,7.8,0.0,0.0,13.4,20.5,9.1,35,95
1,Justine Raterman,25,.352,.278,.333,.222,4.6,10.9,8.1,0.0,0.0,0.0,23.3,25.0,63,102
2,Kendel Ross,24,.656,.625,.583,.167,19.0,26.5,23.2,25.6,0.0,3.6,7.2,28.1,138,89
3,Kristin Daugherty,18,.385,.385,.615,.000,6.3,30.3,19.7,31.5,0.0,14.5,23.5,45.9,70,80
4,Patrice Lalor,17,.000,.000,.000,.000,6.7,0.0,3.0,71.6,3.2,0.0,66.7,8.6,94,102
6,De'Sarae Chambers,21,.438,.438,.625,.000,0.0,8.7,4.8,0.0,0.0,0.0,11.1,20.8,82,103
7,Kayla Moses,17,.744,.833,.333,1.667,0.0,0.0,0.0,0.0,0.0,0.0,16.1,17.7,125,110
8,Kari Daugherty,17,.750,.750,.500,.000,0.0,10.7,6.0,0.0,3.2,5.1,33.3,8.6,89,91
9,Elle Queen,16,.633,.667,.000,.667,14.3,5.7,9.5,27.8,3.4,0.0,0.0,11.8,157,97
10,Brittany Wilson,12,.606,.750,.000,.500,9.5,53.0,33.8,0.0,0.0,7.2,0.0,19.8,118,67
11,Samantha MacKay,7,.517,.000,1.000,4.000,0.0,0.0,0.0,0.0,0.0,0.0,26.6,26.1,88,110
12,School Totals,200,.492,.466,.441,.322,31.4,70.5,53.2,56.5,4.1,21.7,18.1,100.0,90.5,89.2
