,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Robert Morris ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Artemis Spanou,39,2,4,.500,1,2,.500,1,2,.500,2,2,1.000,2,4,6,4,2,1,8,4,7
1,Anna Niki Stamolamprou,38,5,14,.357,3,6,.500,2,8,.250,0,0,,1,1,2,0,0,0,2,0,12
2,Ashley Ravelli,33,2,13,.154,1,7,.143,1,6,.167,0,0,,1,0,1,3,1,0,0,3,5
3,Cassie Oursler,23,1,4,.250,1,4,.250,0,0,,2,3,.667,1,3,4,0,1,0,2,3,4
4,Janee Brown,16,0,2,.000,0,2,.000,0,0,,0,0,,1,1,2,2,0,0,1,0,0
6,Kelly Hartwell,23,1,9,.111,1,9,.111,0,0,,2,4,.500,3,0,3,0,2,0,4,1,4
7,Rebecca Navarro,22,3,6,.500,0,1,.000,3,5,.600,0,0,,0,1,1,0,0,0,0,0,9
8,Jolie Oligende,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
9,Randi Jackson,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
10,Britta Emberg,1,0,0,,0,0,,0,0,,1,2,.500,0,0,0,0,0,0,0,0,1
11,Judith Sole,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
12,School Totals,200,14,52,.269,7,31,.226,7,21,.333,7,11,.636,9,10,19,9,6,1,17,11,42
