,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Jewell Loyd,20,.682,.682,.182,.000,16.7,29.4,24.1,0.0,0.0,0.0,0.0,27.0,166,65,
1,Natalie Achonwa,20,.656,.600,.000,.300,16.7,23.5,20.7,23.1,3.0,6.5,0.0,27.8,176,58,
2,Kayla McBride,20,.531,.500,.625,.125,0.0,5.9,3.4,25.0,0.0,0.0,10.6,23.2,147,80,
3,Lindsay Allen,20,.500,.500,.500,.000,0.0,11.8,6.9,38.9,3.0,0.0,33.3,7.4,151,69,
4,Ariel Braker,19,.714,.714,.000,.000,35.1,24.8,29.0,0.0,6.3,6.8,0.0,18.1,174,49,
6,Michaela Mabrey,23,1.143,1.143,.714,.000,0.0,0.0,0.0,18.9,2.6,0.0,12.5,17.1,197,77,
7,Markisha Wright,21,.385,.500,.000,2.000,23.8,0.0,9.9,10.6,0.0,0.0,34.7,13.5,90,83,
8,Madison Cable,18,.722,.722,.444,.000,18.5,39.2,30.7,8.3,6.7,0.0,25.0,32.8,122,42,
9,Taya Reimer,15,.759,.667,.000,.667,0.0,15.7,9.2,24.5,4.0,8.6,43.6,22.5,107,59,
10,Hannah Huffman,12,.000,.000,.000,.000,13.9,9.8,11.5,0.0,0.0,0.0,0.0,4.1,83,77,
11,Whitney Holloway,6,.333,.333,.333,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,104,84,
12,Kristina Nelson,4,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,32.3,50.0,24.6,71,68,
13,Diamond Thompson,2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,24.6,0,84,
14,School Totals,200,.676,.672,.281,.156,58.3,73.5,67.2,60.5,12.1,12.9,15.9,100.0,140.9,63.6,
