,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Maegan Conwright,29,.667,.667,.333,.000,0.0,3.6,2.2,25.8,8.9,0.0,14.3,22.3,128,62,
1,Leticia Romero,27,.943,.917,.167,.500,5.7,27.3,18.5,62.8,1.9,7.8,21.5,15.9,166,61,
2,Ivey Slaughter,25,.660,.571,.000,.857,18.5,0.0,7.5,0.0,6.2,4.2,23.7,23.3,115,68,
3,Adut Bulgak,22,.447,.375,.000,.250,7.0,19.1,14.2,14.2,7.0,0.0,10.1,20.7,112,56,
4,Brittany Brown,18,.657,.500,.000,1.500,8.5,5.8,6.9,8.4,5.7,0.0,13.1,19.6,140,67,
6,Emiah Bingley,21,.678,.500,.500,1.000,0.0,25.1,14.9,13.1,4.9,0.0,25.8,8.5,127,58,
7,Shakayla Thomas,18,.720,.625,.000,1.000,34.2,17.5,24.3,0.0,5.7,0.0,0.0,29.5,174,61,
8,Shakena Richardson,13,.000,.000,.000,.000,0.0,8.1,4.8,9.9,0.0,8.1,25.0,14.2,21,77,
9,Morgan Jones,12,.583,.583,.500,.000,0.0,8.8,5.2,15.9,0.0,0.0,14.3,26.9,111,79,
10,Lauren Coleman,6,1.000,1.000,.000,.000,25.6,35.1,31.3,27.4,0.0,0.0,50.0,15.4,110,64,
11,Kai James,5,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,21.1,50.0,18.4,0,76,
12,Ama Degbeon,4,.256,.000,.000,2.000,38.5,0.0,15.6,0.0,0.0,0.0,34.7,33.2,59,84,
13,School Totals,200,.625,.559,.153,.492,46.2,65.8,57.8,71.0,23.1,13.2,17.1,100.0,116.7,62.8,
