,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Alexis Rack,37,.573,.533,.600,.467,3.4,7.9,5.9,27.7,0.0,0.0,18.1,29.5,111,100
1,Chanel Mokango,37,.833,.833,.250,.000,13.5,26.4,20.7,6.6,0.0,7.7,14.3,18.7,143,86
2,Armelie Lumanu,28,.504,.400,.100,.400,4.5,7.0,5.9,14.1,2.0,0.0,29.8,29.6,83,96
3,Mary Kathryn Govero,28,.300,.300,.600,.000,4.5,3.5,3.9,23.3,0.0,0.0,16.7,10.6,93,103
4,Tysheka Grimes,25,.400,.400,.300,.000,0.0,19.5,11.0,0.0,4.5,0.0,23.1,25.7,63,82
6,Diamber Johnson,31,.250,.250,.000,.000,8.1,9.4,8.8,20.9,3.6,0.0,0.0,6.4,117,90
7,Ashley Jones,7,.000,.000,.000,.000,17.9,41.8,31.3,0.0,0.0,0.0,50.0,14.1,25,81
8,Bethany Washington,6,.000,.000,.000,.000,0.0,32.5,18.3,0.0,0.0,0.0,50.0,16.5,0,86
9,Rima Kalonda,1,1.000,1.000,.000,.000,100.0,97.6,100.0,0.0,0.0,0.0,0.0,49.5,204,49
10,School Totals,200,.529,.500,.322,.186,34.4,73.2,56.2,61.5,7.0,7.1,20.9,100.0,95.8,90.1
