,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Tierra Ruffin-Pratt,36,.513,.479,.208,.458,6.2,4.9,5.5,70.4,7.7,0.0,12.2,42.7,114,74,
1,Waltiea Rolle,34,.473,.364,.000,.727,19.6,20.9,20.3,16.5,3.3,26.9,25.6,26.9,92,64,
2,Brittany Rountree,30,.357,.357,.714,.000,0.0,11.9,6.6,0.0,0.0,0.0,12.5,12.5,80,84,
3,Krista Gross,30,.457,.400,.200,.200,11.1,14.8,13.2,0.0,0.0,3.8,0.0,8.5,127,81,
4,Xylina McDaniel,26,.606,.500,.500,.500,4.3,17.1,11.4,0.0,2.1,0.0,62.1,11.6,48,75,
6,Megan Buckland,21,.101,.000,1.000,.500,0.0,0.0,0.0,10.0,2.6,0.0,29.1,15.3,27,90,
7,Danielle Butts,18,.146,.000,.500,1.500,24.7,4.9,13.7,0.0,6.2,0.0,37.6,13.8,42,77,
8,Erika Johnson,3,,,,,0.0,29.6,16.5,0.0,0.0,0.0,,0.0,,69,
9,N'Dea Bryant,2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,23.4,0,93,
10,School Totals,200,.438,.382,.309,.473,44.4,57.8,51.9,42.1,15.3,25.7,22.0,100.0,81.9,75.0,
