,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Layshia Clarendon,36,.522,.417,.417,.583,0.0,9.7,3.7,22.7,1.5,0.0,6.2,19.8,132,107,
1,Talia Caldwell,33,.696,.667,.000,.667,16.4,21.1,18.2,0.0,1.6,2.7,20.5,13.1,127,103,
2,Brittany Boyd,32,.527,.500,.444,1.222,3.4,27.2,12.5,40.0,9.9,0.0,12.6,22.0,123,87,
3,Gennifer Brandon,22,.484,.444,.000,.556,19.7,15.8,18.2,0.0,0.0,4.0,8.2,24.6,116,105,
4,Lindsay Sherbert,10,.300,.300,.800,.000,0.0,17.4,6.7,0.0,5.3,0.0,0.0,22.2,89,98,
6,Eliza Pierre,27,.468,.429,.143,.143,12.0,6.4,9.9,29.0,5.8,3.3,21.2,15.5,111,94,
7,Afure Jemerigbe,16,.417,.417,.333,.000,6.8,21.7,12.5,0.0,3.3,0.0,14.3,19.4,92,102,
8,Reshanda Gray,13,.704,.667,.000,.222,33.3,26.8,30.8,0.0,0.0,0.0,9.2,37.1,143,108,
9,Justine Hartman,11,.333,.333,.000,.000,0.0,15.8,6.1,0.0,0.0,8.1,25.0,16.1,58,101,
10,School Totals,200,.523,.477,.242,.455,48.6,87.0,63.3,60.0,17.1,8.9,12.1,100.0,110.5,97.4,
