,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Mississippi State ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Danielle Edwards,39,.538,.538,.308,.000,0.0,14.1,6.6,0.0,3.8,2.0,18.8,18.4,86,106,
1,Simone Westbrook,37,.360,.333,.167,.167,0.0,3.7,1.7,27.7,1.3,0.0,26.6,31.9,63,115,
2,Tylar Bennett,34,1.010,1.000,.000,.500,14.3,8.1,11.4,5.0,1.4,9.2,45.0,5.9,126,108,
3,Kobi Thornton,28,.667,.667,.000,.000,4.3,34.5,18.4,8.2,0.0,11.2,25.0,19.2,100,104,
4,Destiny Thomas,8,.000,.000,.000,.000,0.0,0.0,0.0,0.0,6.1,0.0,50.0,11.2,0,105,
6,Aliyah Collier,31,.345,.300,.333,.133,0.0,17.8,8.3,18.6,6.3,0.0,27.4,31.7,58,101,
7,Chyna Cotton,15,.432,.333,.000,.333,8.1,9.2,8.6,0.0,3.3,0.0,22.5,13.3,78,110,
8,Keniece Purvis,5,.000,.000,.000,.000,0.0,0.0,0.0,0.0,9.8,0.0,0.0,9.0,0,96,
9,Camree Clegg,2,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,200,119,
10,Skylar Blackstock,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,119,
11,School Totals,200,.460,.437,.190,.111,18.2,65.5,40.3,38.5,14.6,17.6,25.7,100.0,74.4,103.7,
