,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Kianna Smith,39,.714,.714,.214,.000,4.3,9.3,7.2,52.0,1.5,0.0,17.6,23.7,132,108,
1,Asha Thomas,38,.569,.571,.714,.143,0.0,9.6,5.5,11.3,1.5,0.0,6.3,22.7,114,108,
2,Mikayla Cowling,34,.389,.389,.222,.000,0.0,17.8,10.3,11.0,1.7,2.5,25.0,19.2,68,103,
3,CJ West,32,.591,.556,.000,.667,10.4,15.2,13.2,0.0,1.8,2.7,20.5,24.9,100,103,
4,Penina Davidson,31,.167,.167,.167,.000,16.1,27.4,22.6,0.0,0.0,8.2,25.0,14.0,47,98,
6,Jaelyn Brown,17,.000,.000,1.000,.000,0.0,21.4,12.4,9.4,0.0,0.0,66.7,9.6,19,107,
7,Alaysia Styles,5,1.000,1.000,.000,.000,0.0,0.0,0.0,47.1,0.0,0.0,0.0,10.9,207,115,
8,Chen Yue,3,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.3,0,115,
9,Mo Mosley,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,115,
10,School Totals,200,.518,.509,.304,.143,25.0,75.8,54.4,56.0,5.9,10.6,19.0,100.0,91.2,100.0,
