,Stanford ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Alanna Smith,9,16,6,8,3,8,2,2,4,10,3,1,0,2,2,23,0.125,1.5
1,Kiana Williams,4,13,1,5,3,8,2,4,1,3,5,0,0,2,3,13,0.15384615384615385,2.5
2,DiJonai Carrington,7,13,4,7,3,6,2,7,2,3,0,1,2,2,1,19,0.15384615384615385,0.0
3,Maya Dodson,1,3,1,3,0,0,2,4,3,3,1,0,1,0,1,4,0.6666666666666666,0.0
4,Lacie Hull,0,8,0,1,0,7,0,0,0,1,2,1,0,1,0,0,0.0,2.0
10,School Totals,26,63,14,28,12,35,8,19,12,27,15,3,3,8,11,72,0.12698412698412698,1.875
