,Baylor ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Brittney Griner,5,8,5,8,0,0,7,10,0,8,1,1,6,2,2,17,0.875,0.5
1,Melissa Jones,0,3,0,2,0,1,0,0,2,7,3,1,1,2,0,0,0.0,1.5
2,Odyssey Sims,1,5,1,3,0,2,3,4,0,3,1,2,0,2,1,5,0.6,0.5
3,Destiny Williams,3,6,3,6,0,0,1,2,4,2,0,1,4,1,0,7,0.16666666666666666,0.0
4,Jordan Madden,0,3,0,1,0,2,0,0,1,3,4,1,0,1,1,0,0.0,4.0
13,School Totals,25,55,24,44,1,11,15,28,13,35,12,10,14,13,9,66,0.2727272727272727,0.9230769230769231
