,South Carolina ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Destanni Henderson,4,12,1,6,3,6,0,0,0,1,4,1,0,3,1,11,0.0,1.3333333333333333
1,Aliyah Boston,8,12,7,10,1,2,6,7,6,12,4,0,1,2,0,23,0.5,2.0
2,Brea Beal,5,7,5,6,0,1,2,2,0,3,3,2,2,2,2,12,0.2857142857142857,1.5
3,Zia Cooke,4,8,2,3,2,5,0,0,0,1,0,1,0,5,0,10,0.0,0.0
4,Victaria Saxton,4,6,4,6,0,0,2,2,1,2,1,2,0,1,3,10,0.3333333333333333,1.0
13,School Totals,27,57,21,40,6,17,12,17,8,24,19,11,4,14,11,72,0.21052631578947367,1.3571428571428572
