,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Danielle Ballard,39,.703,.722,.222,.556,7.3,12.3,9.7,29.5,3.1,0.0,21.1,19.3,129,109,
1,Adrienne Webb,35,.538,.538,.538,.154,4.1,0.0,2.2,0.0,0.0,0.0,6.7,22.5,106,120,
2,Shanece McKinney,33,.639,.600,.000,.200,13.0,14.5,13.7,5.2,3.7,9.7,26.9,11.9,111,103,
3,Theresa Plaisance,28,.672,.700,.200,.400,10.2,22.9,16.2,15.5,0.0,5.7,7.8,24.2,133,111,
4,Jeanne Kenney,24,.449,.286,.143,.571,6.0,26.7,15.7,42.3,0.0,0.0,18.6,23.8,113,113,
6,Bianca Lutley,29,.686,.667,.222,.111,0.0,16.6,7.8,27.4,4.2,0.0,24.1,22.7,112,106,
7,Anne Pedersen,12,.000,.000,.000,.000,0.0,13.3,6.3,12.3,0.0,0.0,33.3,13.2,25,117,
8,School Totals,200,.595,.573,.255,.309,32.1,72.0,50.9,74.1,9.1,12.0,17.1,100.0,113.6,107.6,
