,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Syracuse ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Madison Guebert,38,.772,.750,.833,.167,3.9,13.9,9.7,0.0,3.0,0.0,13.4,21.3,126,94,
1,Macy Miller,37,.446,.333,.333,.778,12.0,19.9,16.6,22.8,3.1,0.0,7.6,19.2,119,92,
2,Myah Selland,35,.535,.500,.071,.286,0.0,24.1,14.1,30.1,3.3,5.3,6.0,26.0,120,86,
3,Tylee Irwin,27,.250,.250,.500,.000,0.0,7.8,4.6,11.6,2.1,0.0,25.0,16.1,55,97,
4,Tagyn Larson,21,.576,.500,.000,.333,14.1,20.1,17.6,35.8,0.0,0.0,0.0,17.8,152,98,
6,Paiton Burckhard,19,.833,.833,.000,.000,15.6,11.1,13.0,25.6,0.0,0.0,0.0,17.2,178,101,
7,Rylie Cascio Jensen,13,.375,.375,.500,.000,0.0,8.1,4.7,25.7,0.0,0.0,20.0,20.9,82,102,
8,Sydney Palmer,5,1.500,1.500,1.000,.000,0.0,21.1,12.3,0.0,0.0,0.0,0.0,10.9,300,98,
9,Lindsey Theuninck,5,.000,.000,1.000,.000,0.0,21.1,12.3,29.6,0.0,0.0,50.0,21.7,30,98,
10,School Totals,200,.567,.534,.356,.254,29.6,81.6,60.0,77.8,10.1,4.7,10.8,100.0,108.7,92.8,
