,Stanford ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Kiana Williams,6,20,4,15,2,5,0,0,1,3,5,4,0,2,2,14,0.0,2.5
1,Lexie Hull,6,14,5,11,1,3,8,9,4,5,0,3,0,1,1,21,0.5714285714285714,0.0
2,Haley Jones,5,10,5,9,0,1,0,0,2,8,2,0,1,2,0,10,0.0,1.0
3,Anna Wilson,1,4,0,2,1,2,0,0,0,4,4,1,0,0,3,3,0.0,0.0
4,Cameron Brink,4,9,4,6,0,3,1,5,2,3,0,0,4,0,0,9,0.1111111111111111,0.0
9,School Totals,30,68,23,51,7,17,11,17,16,27,16,8,7,8,6,78,0.16176470588235295,2.0
