,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Georgetown ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Sugar Rodgers,36,10,16,.625,3,6,.500,7,10,.700,7,8,.875,3,6,9,4,2,2,3,1,34
1,Monica McNutt,30,5,8,.625,1,1,1.000,4,7,.571,0,0,,1,1,2,5,2,0,1,2,14
2,Rubylee Wright,28,1,8,.125,1,4,.250,0,4,.000,12,12,1.000,1,2,3,1,1,0,3,4,14
3,Adria Crawford,28,1,6,.167,1,6,.167,0,0,,2,2,1.000,4,5,9,1,1,0,0,1,4
4,Latia Magee,19,0,3,.000,0,2,.000,0,1,.000,0,0,,1,2,3,0,0,0,3,4,0
6,Alexa Roche,20,3,4,.750,1,1,1.000,2,3,.667,2,4,.500,1,2,3,0,2,0,2,3,10
7,Andrea White,19,0,3,.000,0,3,.000,0,0,,0,0,,1,5,6,1,1,1,2,4,0
8,Morgan Williams,12,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,1,0,0,2,1,2
9,Sydney Wilson,5,0,2,.000,0,2,.000,0,0,,1,2,.500,1,0,1,0,0,0,0,3,1
10,Tia McBride,2,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,0,0,0
11,Vanessa Moore,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
12,School Totals,200,21,52,.404,8,27,.296,13,25,.520,24,28,.857,13,23,36,14,9,3,16,23,79
