,Stanford ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Rosalyn Gold-Onwude,9,13,2,4,7,9,1,2,0,1,5,1,1,1,1,26,0.07692307692307693,5.0
1,Jeanette Pohlen,4,6,1,3,3,3,0,0,0,4,7,2,0,4,2,11,0.0,1.75
2,Nnemkadi Ogwumike,9,14,9,14,0,0,5,6,5,4,7,0,1,1,1,23,0.35714285714285715,7.0
3,Kayla Pedersen,3,6,2,5,1,1,4,5,2,4,2,0,0,3,2,11,0.6666666666666666,0.6666666666666666
4,Jayne Appel,8,13,8,13,0,0,0,1,3,4,3,0,2,1,1,16,0.0,3.0
14,School Totals,36,64,25,46,11,18,13,19,14,19,26,6,4,16,11,96,0.203125,1.625
