,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Sam Fuehring,35,.450,.450,.300,.000,19.0,26.4,22.4,4.0,0.0,3.1,9.1,15.2,116,89,
1,AD Durr,32,.693,.607,.643,.500,4.2,14.4,8.9,25.8,3.6,3.4,14.9,30.3,139,84,
2,Jazmine Jones,32,.457,.400,.000,.200,8.3,0.0,4.5,17.9,3.6,0.0,15.5,19.4,109,91,
3,Myisha Hines-Allen,30,.533,.533,.067,.133,13.3,10.3,11.9,17.9,3.8,0.0,11.2,28.8,117,87,
4,Arica Carter,30,.828,.900,.400,1.200,4.4,5.1,4.8,0.0,3.8,0.0,11.6,13.9,153,88,
6,Dana Evans,21,.618,.667,.167,.167,0.0,14.7,6.8,22.5,2.7,0.0,23.7,19.4,106,88,
7,Bionca Dunham,9,.333,.333,.000,.000,0.0,17.1,7.9,0.0,0.0,0.0,0.0,16.1,84,93,
8,Kylee Shook,7,1.500,1.500,1.000,.000,0.0,44.0,20.4,0.0,0.0,0.0,0.0,6.9,300,85,
9,Jessica Laemmle,2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,99,
10,Sydney Zambrotta,2,,,,,0.0,76.9,35.7,60.6,0.0,0.0,,0.0,218,73,
11,School Totals,200,.593,.563,.266,.281,40.0,69.2,53.6,51.5,12.9,5.4,13.2,100.0,122.9,84.3,
