,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Ohio State ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Presley Hudson,40,.709,.600,.600,.667,3.3,16.3,11.0,23.8,1.3,0.0,23.6,29.9,127,106,
1,Cassandra Breen,40,.822,.773,.818,.455,0.0,7.0,4.1,4.5,2.6,0.0,0.0,15.6,185,108,
2,Micaela Kelly,40,.577,.577,.308,.000,13.3,2.3,6.8,13.6,0.0,0.0,13.3,17.7,129,116,
3,Tinara Moore,38,.563,.462,.308,.769,7.0,19.6,14.4,9.3,0.0,4.8,10.3,24.1,126,104,
4,Reyna Frost,32,.503,.429,.143,.286,16.7,26.2,22.3,15.5,3.3,2.8,0.0,11.6,153,94,
6,Kyra Bussell,7,.333,.333,.000,.000,0.0,13.3,7.8,0.0,0.0,0.0,25.0,26.9,54,109,
7,Maddy Watters,3,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,116,
8,School Totals,200,.635,.565,.435,.435,36.7,67.4,54.8,50.0,6.6,6.8,12.8,100.0,125.0,102.6,
