,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Kentucky ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Kylee Beecher,36,.596,.583,.083,.250,13.5,11.9,12.8,0.0,0.0,0.0,13.1,18.7,125,122
1,Devon Brown,35,.693,.679,.214,.500,3.5,8.2,5.6,5.3,3.1,0.0,14.9,25.2,134,115
2,Avery Warley,28,.711,.727,.000,.182,30.3,35.7,32.8,0.0,0.0,3.8,14.4,21.8,138,112
3,Amber Mays,27,.400,.400,.200,.000,0.0,0.0,0.0,20.4,4.0,0.0,61.5,21.2,46,115
4,Rachel McLeod,13,.000,.000,.000,.000,9.3,0.0,5.0,0.0,0.0,0.0,33.3,20.3,9,124
6,Jelena Antic,26,.629,.643,.286,.286,9.3,27.5,17.7,6.0,0.0,0.0,0.0,13.3,158,117
7,Dymond Morgan,21,.286,.286,.000,.000,0.0,6.8,3.1,6.8,5.2,0.0,22.2,18.8,63,110
8,LaKendra Washington,9,.202,.000,.500,.500,13.5,0.0,7.3,0.0,12.0,0.0,0.0,23.8,78,97
9,Danika Dale,5,,,,,0.0,28.6,13.1,25.0,0.0,0.0,100.0,8.8,40,116
10,School Totals,200,.538,.516,.141,.250,48.5,67.9,57.4,25.0,10.8,2.6,21.8,100.0,104.1,112.2
