,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Texas ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Brooke McCarty,36,2,9,.222,1,5,.200,1,4,.250,0,0,,1,4,5,2,0,0,0,1,5
1,Celina Rodrigo,31,2,4,.500,0,1,.000,2,3,.667,1,2,.500,0,3,3,6,3,1,1,1,7
2,Ariel Atkins,27,9,13,.692,6,9,.667,3,4,.750,1,2,.500,5,2,7,1,3,0,1,3,22
3,Imani Boyette,23,3,10,.300,3,10,.300,0,0,,0,0,,5,5,10,0,1,2,3,2,6
4,Empress Davenport,18,1,9,.111,0,3,.000,1,6,.167,1,2,.500,0,5,5,5,0,0,3,4,4
6,Brianna Taylor,17,3,8,.375,3,8,.375,0,0,,0,1,.000,4,2,6,3,2,0,1,4,6
7,Lashann Higgs,15,5,10,.500,4,9,.444,1,1,1.000,0,0,,1,1,2,1,2,0,3,3,11
8,Kelsey Lang,15,2,3,.667,2,3,.667,0,0,,2,2,1.000,0,0,0,2,0,0,0,1,6
9,Jordan Hosey,12,3,4,.750,3,4,.750,0,0,,0,2,.000,3,0,3,0,1,0,1,0,6
10,Tasia Foman,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
11,Brady Sanders,2,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0
12,Sara Hattis,1,0,2,.000,0,2,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0
13,Olamide Aborowa,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
14,School Totals,200,30,73,.411,22,54,.407,8,19,.421,5,11,.455,19,23,42,20,12,3,13,19,73
