,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Ohio State ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Ameryst Alston,39,11,22,.500,10,16,.625,1,6,.167,7,7,1.000,1,3,4,4,2,0,2,1,30
1,Kelsey Mitchell,39,9,25,.360,6,15,.400,3,10,.300,4,4,1.000,1,5,6,6,1,0,3,3,25
2,Alexa Hart,36,7,8,.875,7,8,.875,0,0,,1,1,1.000,1,9,10,0,1,1,4,2,15
3,Cait Craft,34,1,4,.250,0,0,,1,4,.250,2,2,1.000,0,3,3,0,2,0,0,4,5
4,Asia Doss,23,0,1,.000,0,1,.000,0,0,,0,0,,0,2,2,1,1,0,1,1,0
6,Shayla Cooper,25,4,9,.444,4,9,.444,0,0,,1,2,.500,0,2,2,3,3,0,2,3,9
7,Lisa Blair,3,0,0,,0,0,,0,0,,0,0,,1,1,2,0,1,0,0,1,0
8,Amy Scullion,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0
9,School Totals,200,32,69,.464,27,49,.551,5,20,.250,15,16,.938,4,25,29,14,11,1,12,16,84
