,Michigan ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Hallie Thome,11,18,11,18,0,0,0,1,1,2,0,0,0,6,2,22,0.0,0.0
1,Katelynn Flaherty,6,20,0,6,6,14,0,0,1,5,5,0,0,5,0,18,0.0,1.0
2,Jillian Dunston,0,5,0,4,0,1,0,0,0,6,2,1,0,2,4,0,0.0,1.0
3,Akienreh Johnson,2,6,0,2,2,4,0,0,3,4,1,0,2,3,2,6,0.0,0.3333333333333333
4,Nicole Munger,1,4,1,3,0,1,0,0,0,2,1,0,0,1,1,2,0.0,1.0
7,School Totals,23,59,15,39,8,20,4,5,6,21,12,2,2,19,14,58,0.06779661016949153,0.631578947368421
