,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,A'ja Wilson,33,.606,.500,.000,.500,18.0,25.0,21.9,0.0,0.0,5.1,10.5,31.1,122,99,
1,Allisha Gray,32,.481,.400,.000,.300,9.3,22.1,16.4,14.7,0.0,0.0,15.0,22.4,99,103,
2,Tyasha Harris,32,.769,1.500,1.000,2.000,0.0,3.7,2.0,18.1,0.0,0.0,51.5,6.5,82,112,
3,Kaela Davis,29,.595,.538,.538,.615,0.0,12.2,6.8,40.2,3.9,0.0,10.8,34.4,119,99,
4,Bianca Cuevas-Moore,29,.354,.188,.500,.500,0.0,8.1,4.5,0.0,7.8,0.0,9.3,20.0,74,93,
6,Doniyah Cliney,29,.667,.667,.000,.000,0.0,4.1,2.3,14.3,3.9,5.7,40.0,9.3,87,100,
7,Mikiah Herbert Harrigan,16,.862,1.000,.000,4.000,0.0,14.7,8.2,0.0,7.1,5.2,26.6,12.6,131,88,
8,School Totals,200,.561,.480,.240,.560,22.2,64.7,45.9,50.0,14.3,10.4,15.9,100.0,101.4,97.1,
