,Unnamed: 0_level_0,Unnamed: 1_level_0,Four Factors,Four Factors,Four Factors,Four Factors,Unnamed: 6_level_0
,Unnamed: 0_level_1,Pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
0,Arizona State,70.4,0.449,18.0,35.3,0.254,97.1
1,South Carolina,70.4,0.48,15.9,22.2,0.46,101.4
