,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Oklahoma State ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Kayla Christopher,40,.628,.636,.727,.182,9.1,14.0,11.8,11.1,0.0,0.0,20.2,16.9,111,95
1,Shanara Hollinquest,38,.455,.462,.077,.385,9.6,19.6,15.2,18.9,0.0,0.0,24.8,24.2,83,92
2,Michelle Davis,31,.364,.364,.727,.000,7.8,9.0,8.5,0.0,3.3,2.3,15.4,19.1,73,89
3,Kylie Lambert,16,.500,.500,.500,.000,7.6,17.4,13.2,0.0,0.0,0.0,0.0,11.4,114,93
4,Erin Helton,11,.847,.750,.500,1.000,0.0,8.5,4.8,0.0,0.0,0.0,41.0,20.2,98,98
6,Tenisha Townsend,40,.460,.409,.636,.182,0.0,4.7,2.6,15.8,1.3,0.0,29.6,19.2,77,97
7,Jenaya Wade-Fray,24,.375,.375,.875,.000,5.1,27.1,17.5,33.9,2.1,0.0,42.9,26.6,61,84
8,School Totals,200,.483,.467,.567,.183,30.3,69.8,52.6,52.2,5.1,1.8,26.1,100.0,80.8,89.7
