,Unnamed: 0_level_0,Unnamed: 1_level_0,Four Factors,Four Factors,Four Factors,Four Factors,Unnamed: 6_level_0
,Unnamed: 0_level_1,Pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
0,Marist,73.1,0.483,16.6,11.8,0.155,89.0
1,Iowa,73.1,0.679,21.2,33.3,0.196,119.2
