,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Iowa ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Samantha Logic,36,5,7,.714,4,5,.800,1,2,.500,0,2,.000,0,9,9,10,0,0,4,0,11
1,Theairra Taylor,34,8,11,.727,3,3,1.000,5,8,.625,1,2,.500,0,7,7,2,3,0,2,2,22
2,Bethany Doolitte,31,9,15,.600,9,15,.600,0,0,,3,3,1.000,2,6,8,1,0,1,4,4,21
3,Ally Disterhoft,31,3,9,.333,1,3,.333,2,6,.333,2,2,1.000,1,3,4,1,0,0,3,3,10
4,Melissa Dixon,23,4,7,.571,1,1,1.000,3,6,.500,1,1,1.000,0,0,0,2,0,0,1,3,12
6,Claire Till,16,1,2,.500,0,1,.000,1,1,1.000,0,0,,2,1,3,1,0,0,0,2,3
7,Kali Peschel,13,2,3,.667,2,3,.667,0,0,,4,5,.800,3,3,6,0,0,0,2,2,8
8,Alexa Kastanek,9,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,2,0,0,1,2,0
9,Kathryn Reynolds,3,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0
10,Nicole Smith,2,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0
11,Hailey Schneden,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0
12,School Totals,200,32,56,.571,20,31,.645,12,25,.480,11,15,.733,8,30,38,19,3,1,17,20,87
