,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Kelsey Plum,40,.535,.464,.500,.286,2.4,9.1,5.4,13.0,1.3,0.0,6.0,20.1,114,121,
1,Jazmine Davis,40,.424,.375,.563,.375,2.4,9.1,5.4,34.8,0.0,0.0,9.7,24.8,100,124,
2,Aminah Williams,38,.452,.417,.083,.417,12.8,15.9,14.2,4.6,0.0,0.0,6.6,19.2,106,121,
3,Talia Walton,31,.535,.500,.357,.286,0.0,15.6,7.0,6.4,0.0,0.0,0.0,24.4,113,122,
4,Brianna Ruiz,19,.333,.333,.667,.000,0.0,12.8,5.7,0.0,0.0,0.0,25.0,10.1,49,123,
6,Chantel Osahor,26,.722,.722,.556,.000,3.8,18.6,10.4,30.3,2.1,3.1,10.0,18.5,138,115,
7,Katie Collier,6,1.000,1.000,.000,.000,16.3,40.4,27.0,0.0,0.0,0.0,0.0,8.0,210,110,
8,Alexus Atchley,0,,,,,,,,,,,,,,,
9,Khalia Lark,0,,,,,,,,,,,,,,,
10,School Totals,200,.513,.478,.420,.275,22.0,69.7,43.2,60.7,2.7,2.0,7.1,100.0,106.7,114.7,
