,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Arkansas ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Lyndsay Harris,34,4,9,.444,2,3,.667,2,6,.333,3,4,.750,0,3,3,1,0,0,2,4,13
1,C'eira Ricketts,34,3,13,.231,2,11,.182,1,2,.500,3,3,1.000,0,2,2,3,2,0,2,0,10
2,Ashley Daniels,25,1,4,.250,1,4,.250,0,0,,3,4,.750,0,3,3,0,0,0,1,3,5
3,Sarah Watkins,24,3,11,.273,3,10,.300,0,1,.000,4,4,1.000,3,1,4,0,4,0,1,5,10
4,Dominique Robinson,21,2,3,.667,2,3,.667,0,0,,3,3,1.000,4,1,5,2,1,1,2,0,7
6,Quistelle Williams,31,7,14,.500,7,10,.700,0,4,.000,0,1,.000,2,6,8,0,2,0,3,1,14
7,Calli Berna,22,0,1,.000,0,1,.000,0,0,,0,0,,0,2,2,4,2,0,0,1,0
8,Keira Peak,9,0,1,.000,0,0,,0,1,.000,0,0,,0,1,1,1,0,0,2,1,0
9,School Totals,200,20,56,.357,17,42,.405,3,14,.214,16,19,.842,9,19,28,11,11,1,13,15,59
