,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Destiny Slocum,28,.279,.250,.375,.250,8.2,23.0,15.2,25.5,2.0,0.0,18.4,17.9,99,88,
1,Shatori Walker-Kimbrough,27,.758,.750,.222,.056,0.0,4.8,2.2,12.2,10.2,0.0,5.1,33.2,157,76,
2,Brionna Jones,25,.661,.647,.000,.235,22.9,25.8,24.2,6.6,8.8,10.0,0.0,34.6,158,67,
3,Kristen Confroy,25,.667,.667,.333,.000,4.6,0.0,2.4,8.2,2.2,0.0,0.0,5.5,169,96,
4,Kaila Charles,21,.719,.667,.000,.333,16.3,18.4,17.3,0.0,2.6,6.0,0.0,7.6,178,85,
6,Ieshia Small,13,.725,.800,.000,.800,0.0,9.9,4.7,31.1,0.0,0.0,12.9,27.5,139,97,
7,Kiah Gillespie,12,.678,.500,.250,1.000,0.0,21.5,10.1,0.0,0.0,0.0,0.0,22.2,169,93,
8,Blair Watson,12,.500,.500,.667,.000,9.5,0.0,5.1,8.6,0.0,0.0,0.0,11.5,153,100,
9,Sarah Myers,12,1.000,1.000,.000,.000,0.0,10.8,5.1,25.9,0.0,0.0,50.0,7.7,124,97,
10,Stephanie Jones,9,.606,.750,.000,.500,38.1,14.3,26.9,0.0,0.0,0.0,0.0,25.0,141,96,
11,Brianna Fraser,9,.254,.000,.000,1.000,25.4,14.3,20.2,21.2,6.1,27.8,0.0,29.5,114,69,
12,Jenna Staiti,7,1.000,1.000,.000,.000,0.0,55.3,26.0,18.7,0.0,0.0,0.0,13.2,202,80,
13,School Totals,200,.625,.611,.153,.306,48.6,74.2,60.6,52.4,17.8,15.6,5.7,100.0,141.1,83.6,
