,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Kiara Lewis,40,.360,.333,.444,.167,0.0,2.9,1.4,24.8,2.5,0.0,4.9,23.6,87,83,
1,Digna Strautmane,40,.650,.650,.700,.000,10.5,17.6,13.8,9.9,3.8,5.0,16.7,13.9,120,72,
2,Tiana Mangakahia,39,.611,.611,.889,.000,0.0,9.0,4.3,34.2,1.3,0.0,40.0,17.9,87,84,
3,Emily Engstler,34,.566,.571,.571,.286,3.1,37.9,19.5,6.5,8.9,11.7,0.0,21.6,120,50,
4,Kamilla Cardoso,24,.506,.444,.000,.667,4.4,9.8,6.9,0.0,2.1,24.9,0.0,22.6,113,68,
6,Maeva Djaldi-Tabdi,14,.200,.200,.000,.000,7.5,8.4,7.9,0.0,0.0,0.0,28.6,23.2,37,86,
7,Amaya Finklea-Guity,8,.253,.000,.000,.667,26.2,29.3,27.6,0.0,0.0,24.9,0.0,22.6,86,66,
8,School Totals,199,.479,.456,.456,.221,23.7,76.5,48.6,60.0,16.5,35.0,12.8,100.0,91.1,69.6,
