,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,DePaul ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Megan Rogowski,35,8,16,.500,4,6,.667,4,10,.400,4,4,1.000,1,7,8,3,1,2,2,0,24
1,Chanise Jenkins,33,7,12,.583,5,8,.625,2,4,.500,5,5,1.000,0,4,4,4,2,0,3,2,21
2,Megan Podkowa,31,5,8,.625,4,6,.667,1,2,.500,2,2,1.000,2,4,6,1,0,3,2,4,13
3,Brittany Hrynko,26,6,11,.545,2,5,.400,4,6,.667,3,5,.600,0,1,1,5,0,0,4,3,19
4,Jasmine Penny,22,4,9,.444,4,9,.444,0,0,,3,5,.600,2,4,6,4,0,0,3,5,11
6,Jessica January,29,5,8,.625,5,8,.625,0,0,,4,5,.800,2,0,2,2,3,0,1,4,14
7,Centrese McGee,8,1,2,.500,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,1,2,2
8,Brandi Harvey-Carr,8,0,0,,0,0,,0,0,,0,0,,2,0,2,1,1,0,0,1,0
9,Kelsey Reynolds,8,0,1,.000,0,0,,0,1,.000,0,0,,0,1,1,0,1,0,0,0,0
10,School Totals,200,36,67,.537,25,44,.568,11,23,.478,21,26,.808,9,21,30,20,8,5,16,21,104
