,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Texas A&M ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Natisha Hiedeman,40,.529,.529,.588,.000,0.0,14.6,8.7,31.8,2.8,0.0,10.5,25.5,107,110,
1,Danielle King,36,.604,.591,.182,.273,0.0,5.4,3.2,19.9,0.0,0.0,19.6,22.9,103,122,
2,Selena Lott,36,.625,.625,.750,.000,11.9,13.6,12.9,16.6,1.6,1.9,20.0,7.5,139,112,
3,Lauren Van Kleunen,35,.613,.550,.100,.300,4.1,13.9,9.9,9.8,0.0,0.0,0.0,17.4,134,117,
4,Allazia Blockton,22,.538,.538,.308,.154,0.0,8.9,5.3,0.0,2.6,0.0,6.7,36.4,93,113,
6,Amani Wilborn,19,.909,.875,.250,.500,7.5,15.4,12.2,46.4,6.0,0.0,29.1,19.5,146,101,
7,Altia Anderson,11,,,,,0.0,26.6,15.8,0.0,0.0,6.3,100.0,4.9,0,105,
8,Isabelle Spingola,1,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.8,0,125,
9,School Totals,200,.587,.567,.367,.167,17.9,63.4,44.9,75.9,8.6,3.4,13.4,100.0,108.6,111.4,
