,Notre Dame ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Lindsay Allen,3,8,2,6,1,2,4,4,0,5,7,1,1,1,3,11,0.5,7.0
1,Jewell Loyd,3,15,3,12,0,3,4,4,1,4,3,3,0,4,0,10,0.26666666666666666,0.75
2,Taya Reimer,6,11,6,11,0,0,2,4,4,6,1,0,0,5,1,14,0.18181818181818182,0.2
3,Michaela Mabrey,6,10,1,3,5,7,2,2,0,3,1,2,0,1,1,19,0.2,1.0
4,Brianna Turner,6,9,6,9,0,0,2,4,3,8,2,1,3,1,2,14,0.2222222222222222,2.0
10,School Totals,29,64,22,49,7,15,14,18,13,33,19,8,6,18,10,79,0.21875,1.0555555555555556
