,Unnamed: 0_level_0,Unnamed: 1_level_0,Four Factors,Four Factors,Four Factors,Four Factors,Unnamed: 6_level_0
,Unnamed: 0_level_1,Pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
0,Rutgers,68.5,0.467,16.3,32.4,0.098,91.3
1,Iowa,68.5,0.545,23.9,31.8,0.5,101.4
