,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Kachine Alexander,38,.657,.625,.500,1.500,4.8,21.7,15.0,28.5,0.0,0.0,31.1,27.3,106,95
1,Jaime Printy,37,.503,.423,.615,.308,4.9,12.7,9.7,22.1,0.0,0.0,6.3,22.9,121,99
2,Kamille Wahlin,36,.584,.550,.600,.600,0.0,9.8,6.0,22.9,1.6,0.0,28.3,26.4,95,97
3,Morgan Johnson,31,.870,.800,.000,.800,17.6,11.4,13.8,0.0,0.0,2.5,12.9,13.5,165,97
4,Kelly Krei,31,.840,.800,.800,.400,11.7,11.4,11.5,0.0,3.8,0.0,40.5,17.2,98,90
6,Trisha Nesbitt,9,,,,,0.0,13.1,7.9,23.4,0.0,0.0,,0.0,253,99
7,Gabby Machado,9,,,,,0.0,13.1,7.9,23.4,6.5,0.0,100.0,6.0,52,81
8,Kelsey Cermak,9,.000,.000,.333,.000,0.0,13.1,7.9,0.0,0.0,0.0,0.0,17.9,0,97
9,School Totals,200,.611,.545,.523,.636,31.8,67.6,53.6,63.2,5.8,2.0,23.9,100.0,101.4,91.3
