,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Rice ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Erica Ogwumike,42,8,16,.500,6,11,.545,2,5,.400,4,6,.667,2,6,8,0,1,0,8,3,22
1,Jasmine Smith,40,1,5,.200,0,4,.000,1,1,1.000,0,0,,0,2,2,6,1,1,1,4,3
2,Nicole Iademarco,39,1,3,.333,1,2,.500,0,1,.000,0,0,,3,3,6,3,0,0,1,0,2
3,Nancy Mulkey,37,9,24,.375,9,24,.375,0,0,,0,0,,0,9,9,5,2,5,2,2,18
4,Sydne Wiggins,35,2,4,.500,1,2,.500,1,2,.500,0,0,,0,6,6,2,2,0,5,2,5
6,Shani Rainey,18,2,5,.400,2,4,.500,0,1,.000,0,0,,0,2,2,2,2,0,0,1,4
7,Lauren Grigsby,11,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,1,0,0
8,Alexah Chrisman,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,1,0
9,School Totals,225,23,58,.397,19,47,.404,4,11,.364,4,6,.667,5,28,33,18,8,6,19,13,54
